"language","value","translation"
"es","lake","lake"
"es","lamentable","regrettable"
"es","lamentablemente","regrettably"
"es","lamento","lament"
"es","lana","wool"
"es","lance","throw"
"es","langosta","lobster"
"es","lanzado","thrown out"
"es","lanzamiento","launching"
"es","lanzar","throw"
"es","larry","larry."
"es","lastima","pity"
"es","lastimado","hurt"
"es","lastimar","hurt"
"es","lata","can"
"es","late","late."
"es","lateral","side"
"es","latín","latin"
"es","laura","laura"
"es","laurel","laurel"
"es","laurie","laurie."
"es","lavabo","sink"
"es","lavado","washed"
"es","lavandería","laundry"
"es","lavar","to wash"
"es","lavo","washed"
"es","lazo","ribbon"
"es","lea","lea."
"es","leal","loyal"
"es","lealtad","loyalty"
"es","lección","lesson"
"es","leche","milk"
"es","lecho","bed"
"es","lectura","reading"
"es","leer","read"
"es","legado","legacy"
"es","legal","legal"
"es","legalmente","legally"
"es","legítimo","legitimate"
"es","lejano","far"
"es","lema","motto"
"es","lemon","lemon."
"es","lengua","tongue"
"es","lenguaje","language"
"es","lenny","lenny"
"es","leno","log"
"es","lentamente","slowly"
"es","lente","lens"
"es","lento","slow"
"es","leo","leo."
"es","leonard","leonard."
"es","lesbiano","lesbiano."
"es","lesión","injury"
"es","leslie","leslie."
"es","lester","lester."
"es","let","lec."
"es","letal","lethal"
"es","letra","lyrics"
"es","letrero","sign"
"es","levantado","gotten up"
"es","levantar","lift up"
"es","leve","mild"
"es","lewis","lewis."
"es","ley","law"
"es","leyenda","legend"
"es","leyes","laws"
"es","león","lion"
"es","liberación","release"
"es","liberado","released"
"es","liberar","break free"
"es","libertad","liberty"
"es","libra","pound"
"es","librar","to rid"
"es","libre","free"
"es","libremente","freely"
"es","librería","library"
"es","libro","book"
"es","licencia","license"
"es","licor","liqueur"
"es","lider","leader"
"es","liderazgo","leadership"
"es","lidiar","lidiar"
"es","life","life."
"es","ligar","flirt"
"es","ligera","light"
"es","ligeramente","slightly"
"es","ligero","light"
"es","like","like."
"es","lila","lilac"
"es","lily","lily."
"es","limitado","limited"
"es","limpia","clean"
"es","limpiado","cleaned"
"es","limpiar","clean up"
"es","limpieza","cleaning"
"es","limpio","cleansed"
"es","limusina","limousine"
"es","limón","lemon"
"es","lincoln","lincoln."
"es","linda","pretty"
"es","lindo","cute"
"es","lindsay","lindsay."
"es","linea","line"
"es","linterna","flashlight"
"es","lionel","lionel."
"es","lira","lira"
"es","lisa","lisa."
"es","lista","ready"
"es","listo","ready"
"es","literalmente","literally"
"es","literatura","literature"
"es","litros","liters."
"es","little","little"
"es","liz","liz."
"es","lizzie","lizzie."
"es","llama","call"
"es","llamaban","they called"
"es","llamado","called"
"es","llamar","to call"
"es","llame","i called"
"es","llamen","call"
"es","llamo","i call"
"es","llanto","crying"
"es","llave","wrench"
"es","llega","arrives"
"es","llegaba","i arrived"
"es","llegada","arrival"
"es","llegado","arrived"
"es","llegar","to get"
"es","llegarás","you will arrive at"
"es","llegaría","would arrive"
"es","llego","arrive"
"es","llegue","i arrived"
"es","llegues","arrogues."
"es","llena","full"
"es","llenar","fill in"
"es","lleno","full"
"es","llevaba","wearing"
"es","llevado","led"
"es","llevarlo","carry it"
"es","llevarás","you will take"
"es","lleve","i carried"
"es","llever","llever."
"es","llor","llor."
"es","llorar","mourn"
"es","llover","to rain"
"es","lloyd","lloyd."
"es","lluvia","rain"
"es","llámame","call me"
"es","llévalo","carry it"
"es","llévame","ride me"
"es","llévate","last"
"es","lobo","wolf"
"es","loca","crazy"
"es","local","local"
"es","localización","location"
"es","localizado","located"
"es","localizar","to locate"
"es","locar","locar"
"es","loco","mad"
"es","locura","craziness"
"es","lodo","mud"
"es","logar","logar."
"es","lograr","achieve"
"es","logro","achievement"
"es","lois","lois."
"es","lola","lola"
"es","londre","london"
"es","long","long."
"es","lord","lord"
"es","lorenzo","lawrence"
"es","lori","lori."
"es","lote","lot"
"es","lotería","lottery"
"es","lou","lou."
"es","louie","louie."
"es","louis","louis."
"es","love","sees it"
"es","lucas","luke"
"es","lucha","struggle"
"es","luchado","fought"
"es","luchador","fighter"
"es","luchar","to struggle"
"es","lucho","fought"
"es","lucir","lucir."
"es","lucky","lucky."
"es","lucy","lucy."
"es","luis","lewis"
"es","lujo","luxury"
"es","luke","luke"
"es","luna","moon"
"es","lunar","lunar"
"es","lunático","lunatic"
"es","luther","luther"
"es","luthor","luthor."
"es","luto","mourning"
"es","luz","light"
"es","lágrima","tear"
"es","lámpara","lamp"
"es","lápiz","pencil"
"es","lárgate","look at ..."
"es","láser","to be"
"es","lástima","pity"
"es","líder","leader"
"es","límite","limit"
"es","línea","line"
"es","lío","mess"
"es","líquido","liquid"
"es","lógica","logic"
"es","lógico","logical"
"es","mac","mac."
"es","macho","male"
"es","mack","mack."
"es","madame","madame"
"es","mademoiselle","mademoiselle"
"es","madera","wood"
"es","madre","mother"
"es","madrid","madrid"
"es","madrugada","early morning"
"es","madura","ripe"
"es","maduro","mature"
"es","maestro","teacher"
"es","mafia","mafia"
"es","maggie","maggie."
"es","magia","magic"
"es","magnífico","magnificent"
"es","mago","wizard"
"es","majestad","majesty"
"es","make","make"
"es","mala","bad"
"es","malcolm","malcolm"
"es","maldad","evil"
"es","maldición","curse"
"es","maldita","damned"
"es","maldito","damned"
"es","malentendido","misunderstood"
"es","maleta","bag"
"es","maletero","trunk"
"es","maletín","briefcase"
"es","maligno","evil one"
"es","malo","bad"
"es","malvado","evil"
"es","mama","mother"
"es","mamá","mother"
"es","manada","herd"
"es","manager","manager"
"es","mancha","stain"
"es","mandado","commanded"
"es","mandan","mandan"
"es","mandar","send"
"es","mande","what"
"es","mandy","mandy."
"es","mandíbula","mandible"
"es","manejar","handle"
"es","manejo","driving"
"es","manga","sleeve"
"es","mango","mango"
"es","manguera","hose"
"es","manicomio","mental hospital"
"es","manifestación","manifestation"
"es","maniobra","maneuver"
"es","manipular","handle"
"es","manny","manny"
"es","mano","hand"
"es","mansión","mansion"
"es","manta","blanket"
"es","mantendr","mantend."
"es","mantener","maintain"
"es","mantenga","keep up"
"es","mantenido","kept"
"es","mantenimiento","maintenance"
"es","mantente","stay"
"es","mantequilla","butter"
"es","mantén","maintain"
"es","manual","handbook"
"es","manuel","manuel"
"es","manzana","apple"
"es","maní","peanut"
"es","mapa","map"
"es","mapas","maps"
"es","maquillaje","makeup"
"es","maquina","machine"
"es","mar","sea"
"es","mara","mara"
"es","maravilla","wonderful"
"es","maravilloso","marvelous"
"es","marc","marc."
"es","marca","mark"
"es","marcado","marked"
"es","marcador","marker"
"es","marcar","mark"
"es","marcel","marcel"
"es","marcha","march"
"es","marchado","left"
"es","marchar","to march"
"es","marcho","marcho."
"es","marcial","martial"
"es","marco","frame"
"es","marea","tide"
"es","margaret","margaret."
"es","margarita","daisy flower"
"es","margen","margin"
"es","marica","sissy"
"es","maricón","fagot"
"es","marido","husband"
"es","marie","marie"
"es","marihuana","marijuana."
"es","marilyn","marilyn."
"es","marina","marine"
"es","marine","marine"
"es","marinero","sailor"
"es","marino","marine"
"es","mario","mario"
"es","marion","marion"
"es","mariposa","butterfly"
"es","mariscal","marshal"
"es","mark","mark."
"es","marqués","marquis"
"es","marrón","brown"
"es","marta","martha"
"es","marte","mars"
"es","martha","martha."
"es","martillo","hammer"
"es","marty","marty."
"es","mary","mary."
"es","marzo","march"
"es","maría","maria"
"es","marín","marín."
"es","masa","mass"
"es","masacre","slaughter"
"es","masaje","massage"
"es","mascota","mascot"
"es","masculino","male"
"es","maser","maser."
"es","masivo","massive"
"es","maso","maso."
"es","mata","bush"
"es","matado","killed"
"es","matanza","slaughter"
"es","matar","kill"
"es","matara","will kill"
"es","mataste","mataste"
"es","mate","mate"
"es","matemático","mathematical"
"es","materia","matter"
"es","material","material"
"es","mato","mato"
"es","matrimonio","marriage"
"es","matrícula","enrollment"
"es","matt","matt."
"es","matthew","matthew."
"es","matty","matty."
"es","maté","mate"
"es","matón","bully"
"es","maurice","maurice."
"es","max","max."
"es","may","may"
"es","maya","maya"
"es","mayo","may"
"es","mayormente","mainly"
"es","mayoría","most"
"es","maíz","corn"
"es","mañana","morning"
"es","mear","piss"
"es","mecanismo","mechanism"
"es","mecánico","mechanical"
"es","medalla","medal"
"es","medianoche","midnight"
"es","medicación","medication"
"es","medicamento","medicine"
"es","medicina","medicine"
"es","medico","doctor"
"es","medida","measure"
"es","mediodía","noon"
"es","medir","to size"
"es","meg","meg"
"es","mejilla","cheek"
"es","mejorado","improved"
"es","mejorar","to get better"
"es","mel","mel."
"es","melanie","melanie."
"es","melissa","melissa."
"es","melodía","melody"
"es","memoria","memory"
"es","men","men."
"es","mencionado","mentioned."
"es","mencionar","to mention"
"es","menor","less"
"es","mensaje","message"
"es","mensajero","delivery courier"
"es","mental","mental"
"es","mentalmente","mentally"
"es","mentar","meant"
"es","mente","mind"
"es","mentido","lying"
"es","mentir","to lie"
"es","mentira","lie"
"es","mentiroso","liar"
"es","mentor","mentor"
"es","menuda","petite"
"es","menú","menu"
"es","mercado","market"
"es","mercancía","commodity"
"es","merced","merced"
"es","merecer","deserve"
"es","merecido","deserved"
"es","mes","month"
"es","mesa","desk"
"es","meta","goal"
"es","metal","metal"
"es","mete","mete."
"es","meter","to put"
"es","meterte","meter"
"es","metido","tuckedo."
"es","meto","me to"
"es","metro","subway"
"es","metí","metí."
"es","mexicano","mexican"
"es","mezcla","mixture"
"es","mezclar","mix"
"es","michael","michael"
"es","michel","michel."
"es","michelle","michelle"
"es","michigan","michigan"
"es","mick","mick"
"es","mickey","mickey."
"es","micro","micro"
"es","microonda","microwave"
"es","micrófono","microphone"
"es","mide","measure"
"es","miedo","afraid"
"es","miel","honey"
"es","miembro","member"
"es","miembros","members"
"es","mienta","linking"
"es","miente","lies"
"es","mierda","shit"
"es","miguel","miguel"
"es","mike","mike."
"es","mikey","mikey."
"es","mil","thousand"
"es","milagro","miracle"
"es","militar","military"
"es","milla","mile"
"es","miller","miller."
"es","millonario","millionaire"
"es","millón","million"
"es","milord","milord"
"es","milán","milan"
"es","mina","mine"
"es","minar","undermine"
"es","ministerio","ministry"
"es","ministro","minister"
"es","minuto","minute"
"es","mir","mir."
"es","mirad","behold"
"es","mirada","look"
"es","mirado","looked"
"es","miranda","miranda."
"es","mirar","look"
"es","mire","look"
"es","mirándo","looking"
"es","misa","mass"
"es","miserable","miserable"
"es","miseria","misery"
"es","misericordia","mercy"
"es","misil","missile"
"es","misión","mission"
"es","miss","miss"
"es","misterio","mystery"
"es","misterioso","mysterious"
"es","mitad","half"
"es","mitchell","mitchell."
"es","mito","myth"
"es","mmm","mmm"
"es","mochila","bag"
"es","mocoso","brat"
"es","moda","fashion"
"es","modal","modal"
"es","modelo","model"
"es","moderno","modern"
"es","moisés","moses"
"es","mojado","wet"
"es","molesta","upset"
"es","molestado","troubled"
"es","molestar","bother"
"es","moleste","bottle"
"es","molestia","inconvenience"
"es","molesto","annoying"
"es","molino","windmill"
"es","molly","molly."
"es","mona","monkey"
"es","monasterio","monastery"
"es","moneda","currency"
"es","monico","monico."
"es","monitor","monitor"
"es","monja","nun"
"es","monje","monk"
"es","monk","monk."
"es","mono","monkey"
"es","monroe","monroe."
"es","monsieur","monsieur."
"es","monstruo","monster"
"es","monta","mounta."
"es","montado","mounted"
"es","montaje","mounting"
"es","montana","mountain"
"es","montar","mount"
"es","montaña","mountain"
"es","monte","mountain"
"es","montgomery","montgomery."
"es","monton","heap"
"es","monty","monty."
"es","montón","heap"
"es","monumento","monument"
"es","moore","moore."
"es","moral","moral"
"es","morder","to bite"
"es","more","more."
"es","morgue","morgue"
"es","morir","to die"
"es","morirás","you will die"
"es","morris","morris"
"es","mortal","mortal"
"es","moría","moría"
"es","mosca","fly"
"es","mosco","mosco."
"es","mostaza","mustard"
"es","mostrado","shown"
"es","mostrador","counter"
"es","mostrar","show"
"es","motel","motel"
"es","motivación","motivation"
"es","motivo","reason"
"es","moto","motorcycle"
"es","motocicleta","motorcycle"
"es","motor","motor"
"es","mover","move"
"es","movido","movement"
"es","movimiento","movement"
"es","moviéndo","moving"
"es","mrs","mrs."
"es","muchacha","girl"
"es","muchacho","young guy"
"es","muda","change"
"es","mudar","move"
"es","mudo","mute"
"es","mueble","piece of furniture"
"es","muelle","dock"
"es","muer","death"
"es","muera","die"
"es","muere","go dead"
"es","muero","i die"
"es","muerte","death"
"es","muerto","dead"
"es","muestra","shows"
"es","muestre","sampling"
"es","mueva","move."
"es","mueve","move."
"es","mujer","woman"
"es","mula","mule"
"es","mulder","mulder."
"es","multar","fine"
"es","multitud","crowd"
"es","mundial","world"
"es","mundo","world"
"es","municipal","municipal"
"es","munición","ammunition"
"es","murciélago","bat"
"es","murio","died"
"es","muro","wall"
"es","murphy","murphy."
"es","murray","murray."
"es","museo","museum"
"es","musical","musical"
"es","musico","musician"
"es","musulmán","muslim"
"es","mutuamente","mutually"
"es","muéstrame","show me."
"es","muñeca","wrist"
"es","muñeco","doll"
"es","mágico","magical"
"es","máquina","machine"
"es","máscara","mask"
"es","máximo","maximum"
"es","médico","doctor"
"es","médula","marrow"
"es","mérito","merit"
"es","método","method"
"es","méxico","mexico"
"es","mínimo","minimum"
"es","míralo","look"
"es","mírame","look at me"
"es","mírate","look to you"
"es","móvil","mobile"
"es","múltiple","multiple"
"es","músculo","muscle"
"es","música","music"
"es","músico","musician"
"es","nacer","born"
"es","nacido","born"
"es","nacimiento","birth"
"es","nacional","national"
"es","nación","nation"
"es","nadar","to swim"
"es","nadia","nadia."
"es","nancy","nancy."
"es","nano","elder brother"
"es","napoleón","napoleon"
"es","naranja","orange"
"es","narcótico","narcotic"
"es","nariz","nose"
"es","nasa","pot"
"es","natal","native"
"es","natalie","natalie."
"es","nate","nate"
"es","nativo","native"
"es","natural","natural"
"es","naturaleza","nature"
"es","naturalmente","naturally"
"es","naval","naval"
"es","nave","ship"
"es","navegación","navigation"
