uk_cue,uk_target,type,cue_type,target_type,uk_cosine,still_over_threshold
винансово,радість,nonword,nonword,word,,FALSE
мокрький,прокурор,nonword,nonword,word,,FALSE
корабезп,судовий процес,nonword,nonword,word,,FALSE
однограф,поема,nonword,nonword,word,,FALSE
картвоа,вибирати,nonword,nonword,word,,FALSE
слугник,причина,nonword,nonword,word,,FALSE
англійськашвова,монтаж,nonword,nonword,word,,FALSE
мллучний,осінь,nonword,nonword,word,,FALSE
оператобний,мінус,nonword,nonword,word,,FALSE
баллетбол,малий,nonword,nonword,word,,FALSE
дролий,скромний,nonword,nonword,word,,FALSE
недеоролик,іграшка,nonword,nonword,word,,FALSE
здобои,метр,nonword,nonword,word,,FALSE
превювати,кішка,nonword,nonword,word,,FALSE
ливчина,зустрічатися,nonword,nonword,word,,FALSE
гапечий,відчуття,nonword,nonword,word,,FALSE
благорівний,лють,nonword,nonword,word,,FALSE
католиччкий,нормальний,nonword,nonword,word,,FALSE
тканійа,м'ясо,nonword,nonword,word,,FALSE
моолла,наука,nonword,nonword,word,,FALSE
мотак,загоюватися,nonword,nonword,word,,FALSE
рииральний,тканина,nonword,nonword,word,,FALSE
кисник,детектив,nonword,nonword,word,,FALSE
кульшора,дивовижний,nonword,nonword,word,,FALSE
наодний,верхній,nonword,nonword,word,,FALSE
зоопмик,пограбування,nonword,nonword,word,,FALSE
захоплдячий,кінь,nonword,nonword,word,,FALSE
вартизть,параграф,nonword,nonword,word,,FALSE
привтеливий,мама,nonword,nonword,word,,FALSE
маоля,ін'єкція,nonword,nonword,word,,FALSE
матеття,кролик,nonword,nonword,word,,FALSE
інмні,рівномірний,nonword,nonword,word,,FALSE
конкуррація,медаль,nonword,nonword,word,,FALSE
стебетний,урятувати,nonword,nonword,word,,FALSE
учстка,сума,nonword,nonword,word,,FALSE
раітик,похоронний,nonword,nonword,word,,FALSE
придвійний,уряд,nonword,nonword,word,,FALSE
фіяльність,невідомий,nonword,nonword,word,,FALSE
привмрей,очікувати,nonword,nonword,word,,FALSE
трвсій,божественний,nonword,nonword,word,,FALSE
підответственно,череп,nonword,nonword,word,,FALSE
еслий,репутація,nonword,nonword,word,,FALSE
єра,коханець,nonword,nonword,word,,FALSE
вичітковий,комісар,nonword,nonword,word,,FALSE
приєіший,бетмен,nonword,nonword,word,,FALSE
яро,продовжувати,nonword,nonword,word,,FALSE
еллікатний,печінка,nonword,nonword,word,,FALSE
винорозмтво,припущення,nonword,nonword,word,,FALSE
рібар,альфа,nonword,nonword,word,,FALSE
каткнет,будувати,nonword,nonword,word,,FALSE
жеагання,міністр,nonword,nonword,word,,FALSE
погольний,організувати,nonword,nonword,word,,FALSE
відглянь,кисень,nonword,nonword,word,,FALSE
повільку,фотографія,nonword,nonword,word,,FALSE
гоховати,динаміт,nonword,nonword,word,,FALSE
гояно,ще,nonword,nonword,word,,FALSE
вуаткий,вибух,nonword,nonword,word,,FALSE
кляю,багатий,nonword,nonword,word,,FALSE
найтс,біологічний,nonword,nonword,word,,FALSE
рознесення,проблема,nonword,nonword,word,,FALSE
фрнумент,зарозумілість,nonword,nonword,word,,FALSE
ушкор,срібло,nonword,nonword,word,,FALSE
дорози,документ,nonword,nonword,word,,FALSE
силка,спантеличеність,nonword,nonword,word,,FALSE
татускання,достатньо,nonword,nonword,word,,FALSE
бами,захворювання,nonword,nonword,word,,FALSE
віртр,законний,nonword,nonword,word,,FALSE
прирівний,лін,nonword,nonword,word,,FALSE
захвволений,шосе,nonword,nonword,word,,FALSE
кне,рідко,nonword,nonword,word,,FALSE
співсунути,пил,nonword,nonword,word,,FALSE
яб,квітка,nonword,nonword,word,,FALSE
гуще,шлюб,nonword,nonword,word,,FALSE
нісщ,синій,nonword,nonword,word,,FALSE
щороя,машина,nonword,nonword,word,,FALSE
ідомний,додатковий,nonword,nonword,word,,FALSE
гнаддо,унікальний,nonword,nonword,word,,FALSE
кірокість,співчуття,nonword,nonword,word,,FALSE
блчак,наречена,nonword,nonword,word,,FALSE
жамн,пластик,nonword,nonword,word,,FALSE
табір,абсуахний,nonword,word,nonword,,FALSE
неправильний,аварби,nonword,word,nonword,,FALSE
відносини,автокас,nonword,word,nonword,,FALSE
старий,кбентство,nonword,word,nonword,,FALSE
гнів,офміністративний,nonword,word,nonword,,FALSE
білий,адтоналін,nonword,word,nonword,,FALSE
усунути,шуреса,nonword,word,nonword,,FALSE
лояльність,жщропорт,nonword,word,nonword,,FALSE
нирка,чёт,nonword,word,nonword,,FALSE
падіння,язтивувати,nonword,word,nonword,,FALSE
вірогідність,умтор,nonword,word,nonword,,FALSE
дракон,аккунт,nonword,word,nonword,,FALSE
стадіон,алаш,nonword,word,nonword,,FALSE
королева,алугі,nonword,word,nonword,,FALSE
дряпати,алега,nonword,word,nonword,,FALSE
швидка допомога,сперика,nonword,word,nonword,,FALSE
вашингтон,антиіз,nonword,word,nonword,,FALSE
храм,арaют,nonword,word,nonword,,FALSE
брудний,арагя,nonword,word,nonword,,FALSE
червень,артеття,nonword,word,nonword,,FALSE
розділ,аровлерія,nonword,word,nonword,,FALSE
вільно,арейтектор,nonword,word,nonword,,FALSE
іржавий,ідакувати,nonword,word,nonword,,FALSE
калібр,ввлантичний,nonword,word,nonword,,FALSE
фінансово,атмосекла,nonword,word,nonword,,FALSE
зосереджувати,cтдиторія,nonword,word,nonword,,FALSE
готівка,бабуту,nonword,word,nonword,,FALSE
лояльний,ривовна,nonword,word,nonword,,FALSE
джерело,пугатий,nonword,word,nonword,,FALSE
ніч,багаєштво,nonword,word,nonword,,FALSE
відділ,бажаєтя,nonword,word,nonword,,FALSE
перемога,кюр,nonword,word,nonword,,FALSE
капсула,бататийон,nonword,word,nonword,,FALSE
альбом,рожнтель,nonword,word,nonword,,FALSE
артефакт,баатко,nonword,word,nonword,,FALSE
поворот,ничення,nonword,word,nonword,,FALSE
вузький,безвідповідданное,nonword,word,nonword,,FALSE
залізо,безмова,nonword,word,nonword,,FALSE
расист,безважний,nonword,word,nonword,,FALSE
відстань,безпространял,nonword,word,nonword,,FALSE
людина,бездовий,nonword,word,nonword,,FALSE
плече,бейссел,nonword,word,nonword,,FALSE
круглий,беней,nonword,word,nonword,,FALSE
рот,бегрен,nonword,word,nonword,,FALSE
дорогий,чотва,nonword,word,nonword,,FALSE
викрадач,біллес,nonword,word,nonword,,FALSE
жаба,маль,nonword,word,nonword,,FALSE
нерозумний,біоробітний,nonword,word,nonword,,FALSE
готувати,біолягає,nonword,word,nonword,,FALSE
башта,близнаий,nonword,word,nonword,,FALSE
стояти,боцивільний,nonword,word,nonword,,FALSE
англійська мова,божествеприй,nonword,word,nonword,,FALSE
анонімний,бороят,nonword,word,nonword,,FALSE
джип,боробуся,nonword,word,nonword,,FALSE
мотив,бородро,nonword,word,nonword,,FALSE
готовий,тус,nonword,word,nonword,,FALSE
бойовий,боджон,nonword,word,nonword,,FALSE
бог,брию,nonword,word,nonword,,FALSE
попит,брию,nonword,word,nonword,,FALSE
няня,бртаун,nonword,word,nonword,,FALSE
приносити,брчiя,nonword,word,nonword,,FALSE
фунт,брланий,nonword,word,nonword,,FALSE
контроль,будійня,nonword,word,nonword,,FALSE
двійник,ходувати,nonword,word,nonword,,FALSE
текст,бупна,nonword,word,nonword,,FALSE
технічний,їxязниця,nonword,word,nonword,,FALSE
дотепність,вагіршість,nonword,word,nonword,,FALSE
людина,важливно,nonword,word,nonword,,FALSE
марафон,важливнать,nonword,word,nonword,,FALSE
слово,вачіина,nonword,word,nonword,,FALSE
ревнивий,валією,nonword,word,nonword,,FALSE
арсенал,вампбе,nonword,word,nonword,,FALSE
чистий,фургво,nonword,word,nonword,,FALSE
вітер,ватiль,nonword,word,nonword,,FALSE
кмітливий,ванновкімната,nonword,word,nonword,,FALSE
два,ванттр,nonword,word,nonword,,FALSE
повільно,вантаженка,nonword,word,nonword,,FALSE
кампанія,сятсон,nonword,word,nonword,,FALSE
свобода,вбившиво,nonword,word,nonword,,FALSE
образливість,ппивця,nonword,word,nonword,,FALSE
колонія,ппивця,nonword,word,nonword,,FALSE
читання,neору,nonword,word,nonword,,FALSE
карати,величкй,nonword,word,nonword,,FALSE
тост,великитепалець,nonword,word,nonword,,FALSE
родео,величеячий,nonword,word,nonword,,FALSE
двері,вещара,nonword,word,nonword,,FALSE
визнавати,веджиляція,nonword,word,nonword,,FALSE
безпорадний,вертикіт,nonword,word,nonword,,FALSE
єдиний,верхжил,nonword,word,nonword,,FALSE
оптимістичний,весірия,nonword,word,nonword,,FALSE
принцеса,веьор,nonword,word,nonword,,FALSE
кільце,взутро,nonword,word,nonword,,FALSE
виникнути,губирати,nonword,word,nonword,,FALSE
протест,вибочк,nonword,word,nonword,,FALSE
перешкода,викарця,nonword,word,nonword,,FALSE
національний,вигах,nonword,word,nonword,,FALSE
мозок,вигахнути,nonword,word,nonword,,FALSE
активний,вилаховий,nonword,word,nonword,,FALSE
охоронець,вивчасно,nonword,word,nonword,,FALSE
працювати,висяати,nonword,word,nonword,,FALSE
підтвердження,виставь,nonword,word,nonword,,FALSE
вводити,видакати,nonword,word,nonword,,FALSE
забруднення,вистти,nonword,word,nonword,,FALSE
клуб,вистачання,nonword,word,nonword,,FALSE
радіус,викладпя,nonword,word,nonword,,FALSE
служба,виерик,nonword,word,nonword,,FALSE
самогубство,вичинання,nonword,word,nonword,,FALSE
медичний,використійно,nonword,word,nonword,,FALSE
турист,сткуп,nonword,word,nonword,,FALSE
дурень,виїда,nonword,word,nonword,,FALSE
автор,йоловити,nonword,word,nonword,,FALSE
нарешті,винилевач,nonword,word,nonword,,FALSE
другий,виерим,nonword,word,nonword,,FALSE
волонтер,великодання,nonword,word,nonword,,FALSE
легіон,випропонованих,nonword,word,nonword,,FALSE
матерія,випулиник,nonword,word,nonword,,FALSE
читати,вироджяти,nonword,word,nonword,,FALSE
компас,виропоицтво,nonword,word,nonword,,FALSE
метод,вислуглювати,nonword,word,nonword,,FALSE
лимонад,випикий,nonword,word,nonword,,FALSE
прибуття,винькість,nonword,word,nonword,,FALSE
вдячний,випата,nonword,word,nonword,,FALSE
