word_id,word_german,word_english,pos,semantic_category,valence_M,valence_SE,valence_SD,valence_N,arousal_M,arousal_SE,arousal_SD,arousal_N,potency_M,potency_SE,potency_SD,potency_N,authority_M,authority_SE,authority_SD,authority_N,community_M,community_SE,community_SD,community_N,Cluster,freq_LEIPZIG,freq_SUBTLEX,freq_CELEX,orth_N_CELEX,orth_N_SUM_CELEX,FHN_CELEX,freq_DLEX_abs,freq_DLEX_norm,orth_N_DLEX,orth_N_SUM_DLEX,FHN_DLEX,freq_Zipf,syllables,letters
317,Genie,genius,noun,identity,6.167,0.254,1.521,36,5.972,0.263,1.576,36,6.472,0.299,1.797,36,4.905,0.402,1.841,21,1.714,0.220,1.007,21,5,4.854,28.620,11.833,1,3.833,0,3.012,0.924,21,2.597,0,4.002,2,5
318,gerecht,fair,adjective,characterization,7.839,0.197,1.098,31,3.900,0.323,1.768,30,6.452,0.266,1.480,31,2.545,0.450,2.110,22,7.273,0.390,1.830,22,3,26.563,12.480,48.833,3,137.167,1,3.455,1.368,7,2.566,0,4.446,2,7
319,Gerechtigkeit,justice,noun,abstract,7.844,0.203,1.364,45,3.364,0.347,2.304,44,6.909,0.229,1.522,44,2.909,0.526,2.467,22,7.409,0.352,1.652,22,3,25.979,26.580,23.333,0,0.000,0,3.570,1.483,3,0.954,0,4.561,4,13
320,Gesamtschule,comprehensive school,noun,setting,4.475,0.179,1.132,40,5.300,0.221,1.400,40,4.975,0.145,0.920,40,3.769,0.395,1.423,13,6.308,0.624,2.250,13,4,5.792,0.000,0.000,0,0.000,0,1.491,-0.596,1,1.398,0,2.495,4,12
321,Geschäftsführer,CEO,noun,identity,4.762,0.144,0.932,42,5.381,0.160,1.035,42,6.775,0.170,1.074,40,7.214,0.566,2.119,14,3.286,0.425,1.590,14,1,116.688,4.920,0.000,0,0.000,0,2.823,0.735,1,0.602,0,3.814,4,15
322,Geschichtenerzähler,storyteller,noun,identity,7.139,0.233,1.397,36,3.583,0.327,1.962,36,5.250,0.268,1.610,36,4.154,0.504,1.819,13,5.846,0.587,2.115,13,3,0.667,1.140,0.000,0,0.000,0,1.623,-0.464,1,1.301,0,2.624,6,19
323,Geschwister,sib,noun,identity,6.587,0.240,1.627,46,4.739,0.270,1.831,46,5.911,0.240,1.607,45,3.789,0.379,1.653,19,6.421,0.369,1.610,19,3,7.813,6.770,6.500,0,0.000,0,3.031,0.943,2,0.301,0,4.021,3,11
324,Geselle,journeyman,noun,identity,5.472,0.167,1.000,36,5.171,0.186,1.098,35,4.714,0.248,1.467,35,5.556,0.766,2.297,9,5.778,0.596,1.787,9,7,0.854,0.430,2.000,0,0.000,0,2.481,0.394,11,1.740,0,3.473,3,7
325,Gesellschaft,society,noun,abstract,5.842,0.237,1.462,38,5.421,0.276,1.703,38,6.526,0.212,1.310,38,5.000,0.408,1.633,16,6.438,0.500,1.999,16,4,188.833,55.080,254.333,0,0.000,0,4.406,2.319,13,1.813,0,5.397,3,12
326,Gesindel,ragtag,noun,identity,3.636,0.178,1.183,44,6.419,0.192,1.258,43,4.395,0.290,1.904,43,6.136,0.304,1.424,22,6.182,0.306,1.435,22,8,0.417,2.560,1.167,0,0.000,0,2.528,0.440,4,1.568,0,3.519,3,8
327,Gespräch,conversation,noun,abstract,6.929,0.257,1.359,28,4.286,0.240,1.272,28,6.214,0.254,1.343,28,4.000,0.439,1.581,13,7.000,0.480,1.732,13,3,118.396,39.840,293.833,0,0.000,0,3.874,1.786,7,1.398,0,4.864,2,8
328,gestehen,to confess,verb,behavior,4.706,0.297,1.733,34,5.059,0.319,1.858,34,5.121,0.361,2.073,33,4.870,0.329,1.576,23,4.783,0.372,1.783,23,7,2.396,11.770,35.333,1,354.833,1,2.808,0.721,7,4.060,2,3.799,3,8
329,gestresst,stressed,adjective,characterization,2.395,0.183,1.198,43,7.279,0.224,1.469,43,5.714,0.334,2.167,42,5.500,0.248,1.216,24,3.125,0.184,0.900,24,6,0.188,4.370,0.000,0,0.000,0,0.000,0.000,0,0.000,0,0.990,2,9
330,Gewalt,violence,noun,abstract,1.917,0.201,1.204,36,8.083,0.140,0.841,36,7.500,0.263,1.577,36,6.786,0.648,2.424,14,5.286,0.559,2.091,14,2,89.167,41.460,125.667,1,37.833,0,3.945,1.858,8,3.432,0,4.935,2,6
331,Gewerkschaft,union,noun,identity,5.231,0.256,1.597,39,5.308,0.227,1.417,39,5.974,0.273,1.684,38,3.909,0.436,1.446,11,7.273,0.469,1.555,11,4,50.917,3.900,146.667,0,0.000,0,3.029,0.941,2,0.477,0,4.020,3,12
332,gewinnen,to win,verb,behavior,7.350,0.236,1.494,40,6.615,0.378,2.358,39,6.763,0.186,1.149,38,5.696,0.255,1.222,23,3.609,0.376,1.803,23,5,106.271,96.540,291.667,2,16.000,0,3.851,1.764,11,3.807,0,4.841,3,8
333,Gewinner,winner,noun,identity,6.600,0.271,1.354,25,6.120,0.233,1.166,25,6.360,0.181,0.907,25,5.625,0.491,1.962,16,2.875,0.427,1.708,16,5,22.521,19.210,14.667,1,291.667,1,2.223,0.135,2,2.555,1,3.215,3,8
334,Gewissen,conscience,noun,abstract,5.979,0.231,1.581,47,4.489,0.298,2.042,47,7.021,0.233,1.595,47,4.478,0.377,1.806,23,5.217,0.422,2.022,23,5,14.479,35.950,31.333,0,0.000,0,3.546,1.458,10,3.882,1,4.536,3,8
335,gewürdigt,appreciated,adjective,characterization,6.667,0.311,1.617,27,3.741,0.372,1.933,27,6.000,0.338,1.754,27,5.571,0.571,1.512,7,4.000,0.724,1.915,7,5,8.396,0.830,0.000,0,0.000,0,2.903,0.816,2,0.301,0,3.894,3,9
336,Gier,greed,noun,abstract,2.385,0.182,1.138,39,6.973,0.180,1.093,37,5.974,0.378,2.331,38,6.435,0.265,1.273,23,2.652,0.312,1.496,23,6,3.354,4.490,3.000,6,1759.834,4,2.732,0.644,42,5.180,7,3.723,1,4
337,gierig,greedy,adjective,characterization,2.605,0.134,0.823,38,6.658,0.197,1.214,38,5.974,0.314,1.938,38,6.318,0.222,1.041,22,3.045,0.283,1.327,22,6,1.583,4.880,3.167,2,0.000,0,2.659,0.571,5,1.792,0,3.650,2,6
338,glauben,to believe,verb,behavior,5.586,0.324,1.743,29,3.862,0.364,1.959,29,6.276,0.347,1.869,29,5.435,0.326,1.562,23,5.826,0.381,1.825,23,7,73.708,370.720,492.333,1,1.167,0,4.000,1.913,13,3.789,0,4.991,2,7
339,gläubig,faithful,adjective,characterization,4.821,0.345,1.827,28,4.846,0.403,2.053,26,5.607,0.342,1.812,28,5.538,0.722,2.602,13,6.000,0.660,2.380,13,7,0.917,1.850,4.000,0,0.000,0,2.384,0.296,2,1.230,0,3.376,2,7
340,gleichberechtigt,equal,adjective,characterization,7.481,0.235,1.221,27,4.037,0.398,2.066,27,6.481,0.252,1.312,27,1.870,0.329,1.576,23,7.348,0.401,1.921,23,3,3.188,0.870,16.333,0,0.000,0,2.558,0.470,2,0.699,0,3.549,4,16
341,Gleichheit,equity,noun,abstract,6.371,0.350,2.073,35,4.086,0.339,2.005,35,5.743,0.282,1.669,35,2.250,0.455,2.231,24,7.875,0.363,1.777,24,3,4.604,1.180,10.833,0,0.000,0,3.296,1.209,3,0.778,0,4.287,2,10
342,Gleichstellung,equality,noun,abstract,6.563,0.284,1.605,32,4.594,0.276,1.563,32,5.688,0.203,1.148,32,2.833,0.694,2.406,12,6.083,0.633,2.193,12,3,4.104,0.040,2.667,0,0.000,0,2.486,0.398,0,0.000,0,3.477,3,14
343,Gottesdienst,mass,noun,setting,4.618,0.340,1.985,34,4.559,0.243,1.418,34,5.206,0.337,1.966,34,6.200,0.611,2.366,15,7.067,0.371,1.438,15,7,11.188,2.010,11.500,0,0.000,0,2.883,0.795,0,0.000,0,3.873,3,12
344,Gourmet,gourmet,noun,identity,6.756,0.215,1.374,41,4.125,0.273,1.727,40,5.171,0.212,1.358,41,5.400,0.400,1.549,15,3.133,0.336,1.302,15,5,0.917,0.550,0.000,0,0.000,0,1.230,-0.857,0,0.000,0,2.245,2,7
345,Graphiker,graphic designer,noun,identity,5.718,0.183,1.146,39,4.919,0.152,0.924,37,4.923,0.166,1.036,39,5.045,0.213,0.999,22,3.864,0.296,1.390,22,7,0.688,0.120,1.667,0,0.000,0,2.500,0.412,2,1.978,0,3.491,3,9
346,Grillabend,barbeque,noun,setting,6.294,0.323,1.883,34,4.588,0.313,1.828,34,4.882,0.206,1.200,34,3.238,0.337,1.546,21,8.095,0.194,0.889,21,4,0.208,0.040,0.000,0,0.000,0,0.000,-2.088,0,0.000,0,1.291,3,10
347,Großeltern,grandparents,noun,identity,6.884,0.267,1.749,43,3.372,0.272,1.787,43,5.767,0.205,1.342,43,4.667,0.553,1.658,9,7.111,0.261,0.782,9,3,6.104,3.860,0.000,0,0.000,0,2.638,0.551,2,0.602,0,3.630,3,10
348,Großvater,grandfather,noun,identity,6.833,0.272,1.487,30,3.690,0.385,2.072,29,5.690,0.290,1.561,29,6.385,0.241,0.870,13,5.692,0.634,2.287,13,5,0.021,46.140,22.000,0,0.000,0,3.449,1.362,2,1.949,0,4.440,3,9
349,Grundschüler,primary pupils,noun,identity,5.593,0.234,1.217,27,5.481,0.294,1.528,27,3.481,0.263,1.369,27,5.462,0.369,1.330,13,5.308,0.472,1.702,13,7,2.896,0.390,0.000,0,0.000,0,0.602,-1.485,0,0.000,0,1.689,3,12
350,Grundüberzeugung,fundamental conviction,noun,abstract,5.912,0.208,1.215,34,4.353,0.231,1.346,34,6.324,0.230,1.342,34,5.095,0.390,1.786,21,2.810,0.388,1.778,21,5,0.375,0.040,0.000,0,0.000,0,1.613,-0.475,0,0.000,0,2.613,5,16
351,Gruppe,group,noun,identity,5.577,0.289,1.474,26,4.960,0.303,1.513,25,6.154,0.281,1.434,26,3.933,0.345,1.335,15,7.667,0.303,1.175,15,4,151.250,52.480,199.167,3,75.167,0,4.047,1.959,11,3.301,0,5.037,2,6
352,Gruppenleiter,group leader,noun,identity,5.419,0.247,1.622,43,5.000,0.205,1.345,43,5.767,0.199,1.306,43,5.500,0.957,2.345,6,6.667,0.803,1.966,6,4,0.417,0.310,0.000,0,0.000,0,2.037,-0.050,1,0.477,0,3.032,4,13
353,gutmütig,good-natured,adjective,characterization,6.818,0.273,1.570,33,3.152,0.218,1.253,33,5.000,0.279,1.601,33,3.739,0.211,1.010,23,5.391,0.391,1.877,23,3,0.750,1.460,6.333,0,0.000,0,2.680,0.593,1,1.230,0,3.671,3,8
354,Gymnasium,high school,noun,setting,6.097,0.348,1.938,31,4.871,0.307,1.708,31,5.903,0.309,1.720,31,5.700,0.517,1.636,10,4.400,0.499,1.578,10,5,12.729,1.260,13.167,0,0.000,0,3.017,0.930,1,0.301,0,4.008,4,9
355,Habgier,greed,noun,abstract,2.241,0.214,1.154,29,6.690,0.294,1.583,29,5.621,0.459,2.470,29,6.609,0.272,1.305,23,3.087,0.226,1.083,23,6,1.396,1.380,0.833,0,0.000,0,2.111,0.023,0,0.000,0,3.104,2,7
356,habgierig,greedy,adjective,characterization,2.675,0.236,1.492,40,6.725,0.164,1.037,40,5.350,0.325,2.058,40,6.348,0.248,1.191,23,2.913,0.326,1.564,23,6,0.000,0.470,0.667,0,0.000,0,1.362,-0.726,1,0.000,0,2.370,3,9
357,Haftanstalt,detention facility,noun,setting,2.914,0.257,1.522,35,6.400,0.336,1.988,35,6.229,0.360,2.129,35,7.867,0.307,1.187,15,5.333,0.622,2.410,15,2,3.000,0.200,0.000,0,0.000,0,1.491,-0.596,0,0.000,0,2.495,3,11
358,Händler,trader,noun,identity,4.815,0.169,0.879,27,5.115,0.140,0.711,26,4.593,0.257,1.338,27,5.154,0.517,1.864,13,3.923,0.500,1.801,13,7,57.000,7.640,12.167,1,0.000,0,3.120,1.032,6,1.959,0,4.110,2,7
359,Handwerker,handyman,noun,identity,5.355,0.189,1.050,31,5.000,0.179,0.983,30,4.774,0.248,1.383,31,5.278,0.311,1.320,18,5.444,0.437,1.854,18,7,12.021,3.460,24.000,0,0.000,0,3.139,1.052,4,1.580,0,4.130,3,10
360,Harmonie,harmony,noun,abstract,7.783,0.211,1.428,46,2.152,0.218,1.475,46,5.500,0.261,1.773,46,3.458,0.318,1.560,24,7.208,0.289,1.414,24,3,8.646,3.820,9.500,0,0.000,0,3.242,1.155,5,2.497,0,4.232,3,8
361,Hauptstadt,capital,noun,setting,6.400,0.257,1.519,35,6.400,0.302,1.786,35,6.886,0.255,1.510,35,4.364,0.636,2.111,11,5.455,0.652,2.162,11,5,114.333,8.540,103.000,0,0.000,0,3.668,1.581,1,0.602,0,4.658,2,10
362,Hausgemeinschaft,house community,noun,identity,5.923,0.212,1.326,39,4.564,0.249,1.553,39,5.359,0.193,1.203,39,4.100,0.504,1.595,10,6.700,0.300,0.949,10,4,0.542,0.160,3.667,0,0.000,0,1.924,-0.163,0,0.000,0,2.920,4,16
363,Hausmeister,janitor,noun,identity,5.355,0.200,1.112,31,4.387,0.200,1.116,31,4.677,0.243,1.351,31,6.267,0.371,1.438,15,5.800,0.428,1.656,15,7,4.875,9.610,11.000,0,0.000,0,2.435,0.347,1,1.204,0,3.426,3,11
364,Heilpraktiker,alternative practitioner,noun,identity,5.450,0.240,1.518,40,4.400,0.223,1.411,40,4.821,0.214,1.335,39,3.714,0.485,1.816,14,3.786,0.604,2.259,14,7,0.583,0.000,0.333,0,0.000,0,1.415,-0.673,1,0.602,0,2.421,4,13
365,Heimat,home,noun,abstract,6.738,0.285,1.849,42,2.780,0.255,1.636,41,6.146,0.313,2.007,41,4.857,0.512,1.916,14,7.071,0.450,1.685,14,3,63.875,23.900,62.833,1,14.000,0,3.813,1.726,7,2.989,0,4.803,2,6
366,Heirat,marriage,noun,abstract,5.357,0.305,1.615,28,5.500,0.380,2.009,28,5.964,0.331,1.753,28,4.696,0.263,1.259,23,6.696,0.369,1.769,23,4,4.563,10.080,14.000,2,70.500,1,2.982,0.894,7,3.833,1,3.972,2,6
367,helfen,to help,verb,behavior,7.364,0.225,1.295,33,3.909,0.330,1.893,33,6.212,0.316,1.816,33,3.263,0.381,1.661,19,7.053,0.442,1.929,19,3,90.688,531.640,204.167,1,22.333,0,3.916,1.828,18,3.508,0,4.906,2,6
368,Herausforderer,challenger,noun,identity,4.784,0.266,1.618,37,7.027,0.171,1.040,37,6.351,0.252,1.531,37,6.267,0.384,1.486,15,3.800,0.449,1.740,15,1,9.958,2.440,4.833,0,0.000,0,1.826,-0.261,0,0.000,0,2.823,5,14
369,Herausforderung,challenge,noun,abstract,6.378,0.261,1.587,37,7.194,0.242,1.451,36,7.162,0.196,1.191,37,5.000,0.255,1.195,22,4.318,0.413,1.937,22,5,24.729,15.910,6.000,0,0.000,0,2.851,0.763,0,0.000,0,3.841,5,15
370,Herkunft,origin,noun,abstract,5.690,0.272,1.466,29,4.586,0.316,1.701,29,5.724,0.306,1.645,29,5.364,0.305,1.432,22,5.500,0.425,1.994,22,7,26.667,7.360,25.333,0,0.000,0,3.510,1.422,2,0.477,0,4.500,2,8
371,heroisch,heroic,adjective,characterization,5.615,0.279,1.741,39,6.103,0.264,1.651,39,7.077,0.189,1.178,39,6.174,0.249,1.193,23,3.652,0.452,2.166,23,5,0.500,0.830,4.333,1,1.667,0,2.152,0.065,2,2.152,0,3.145,3,8
372,Herrin,mistress,noun,identity,4.080,0.321,1.605,25,6.440,0.271,1.356,25,7.080,0.288,1.441,25,8.304,0.183,0.876,23,3.000,0.412,1.977,23,2,0.583,6.650,2.833,2,15.333,1,2.868,0.781,16,4.117,1,3.859,2,6
373,herrisch,bossy,adjective,characterization,2.771,0.250,1.477,35,7.257,0.161,0.950,35,6.618,0.302,1.758,34,8.000,0.344,1.651,23,3.609,0.376,1.803,23,2,0.375,0.240,1.667,1,4.333,1,2.127,0.040,3,2.199,1,3.120,2,8
374,Herrschaft,sovereignty,noun,abstract,3.583,0.240,1.176,24,6.333,0.267,1.308,24,7.208,0.395,1.933,24,7.857,0.523,1.956,14,4.857,0.573,2.143,14,2,12.813,6.580,60.333,0,0.000,0,3.801,1.713,1,0.954,0,4.791,2,10
375,herrschen,to rule,verb,behavior,3.000,0.244,1.339,30,7.000,0.192,1.050,30,7.133,0.358,1.961,30,8.478,0.124,0.593,23,4.565,0.498,2.390,23,2,10.083,5.630,68.167,1,15.500,0,3.069,0.982,4,1.881,0,4.060,2,9
376,Herrscher,ruler,noun,identity,3.050,0.182,1.154,40,6.975,0.207,1.310,40,7.400,0.265,1.676,40,8.458,0.190,0.932,24,3.292,0.491,2.404,24,2,7.000,7.800,15.500,1,68.167,1,3.193,1.105,4,1.833,0,4.183,2,9
377,heucheln,to pretend,verb,behavior,2.132,0.161,0.991,38,6.676,0.205,1.248,37,5.026,0.340,2.099,38,5.696,0.263,1.259,23,3.913,0.235,1.125,23,6,0.188,0.310,2.333,1,0.000,0,1.954,-0.133,4,1.716,0,2.949,2,8
378,Hierarchie,hierarchy,noun,abstract,3.351,0.255,1.549,37,5.944,0.303,1.820,36,7.083,0.230,1.381,36,7.750,0.403,1.612,16,4.563,0.474,1.896,16,2,4.271,1.260,4.667,0,0.000,0,2.833,0.745,5,1.000,0,3.823,4,10
379,Hilfe,help,noun,abstract,6.743,0.285,1.686,35,3.265,0.290,1.693,34,5.857,0.263,1.556,35,3.818,0.425,1.991,22,6.182,0.504,2.363,22,3,159.188,322.930,214.833,0,0.000,0,4.114,2.027,17,3.102,0,5.104,2,5
380,hilfesuchend,help-seeking,adjective,characterization,4.448,0.246,1.325,29,5.793,0.323,1.740,29,3.690,0.333,1.795,29,4.875,0.239,0.957,16,5.438,0.302,1.209,16,8,0.417,0.040,1.333,0,0.000,0,1.903,-0.184,2,1.079,0,2.899,4,12
381,hilflos,helpless,adjective,characterization,2.949,0.262,1.638,39,6.205,0.337,2.105,39,2.872,0.366,2.285,39,5.042,0.244,1.197,24,4.208,0.313,1.532,24,8,7.875,8.190,15.000,0,0.000,0,3.069,0.981,2,1.914,0,4.059,2,7
382,hilfsbedürftig,needy,adjective,characterization,4.333,0.297,1.708,33,5.364,0.285,1.636,33,3.636,0.356,2.044,33,5.500,0.453,1.434,10,5.400,0.702,2.221,10,8,0.250,0.350,1.500,0,0.000,0,1.362,-0.726,1,0.699,0,2.370,4,14
383,Hilfskraft,assistant,noun,identity,4.960,0.234,1.172,25,4.417,0.208,1.018,24,4.720,0.286,1.429,25,5.250,0.323,1.291,16,5.688,0.338,1.352,16,7,0.396,0.470,2.833,0,0.000,0,1.732,-0.355,0,0.000,0,2.730,2,10
384,Hingabe,passion,noun,abstract,7.414,0.214,1.150,29,5.241,0.448,2.415,29,6.241,0.332,1.786,29,4.611,0.472,2.004,18,3.833,0.493,2.093,18,5,3.417,5.980,5.667,1,3.833,0,3.068,0.980,3,2.814,0,4.058,3,7
385,Hochmut,pride,noun,abstract,2.697,0.240,1.380,33,6.636,0.203,1.168,33,5.788,0.376,2.162,33,6.783,0.259,1.242,23,2.957,0.336,1.609,23,6,1.083,1.500,3.167,0,0.000,0,2.697,0.610,0,0.000,0,3.688,2,7
386,hochmütig,haughty,adjective,characterization,3.394,0.275,1.580,33,6.182,0.248,1.424,33,5.152,0.314,1.805,33,6.609,0.331,1.588,23,3.391,0.249,1.196,23,6,0.354,0.590,5.500,0,0.000,0,2.597,0.509,3,1.279,0,3.588,3,9
387,hochnäsig,conceited,adjective,characterization,2.484,0.217,1.208,31,6.300,0.259,1.418,30,4.774,0.352,1.961,31,6.250,0.372,1.824,24,3.250,0.326,1.595,24,6,0.333,1.260,0.167,0,0.000,0,1.544,-0.543,2,0.301,0,2.546,3,9
388,hochqualifiziert,highly skilled,adjective,characterization,6.756,0.220,1.410,41,4.561,0.328,2.098,41,7.073,0.230,1.473,41,5.700,0.539,1.703,10,3.200,0.573,1.814,10,5,0.229,0.080,4.667,0,0.000,0,0.602,-1.485,0,0.000,0,1.689,5,16
389,Hoffnung,hope,noun,abstract,7.788,0.183,1.053,33,3.061,0.379,2.179,33,6.879,0.291,1.673,33,3.696,0.304,1.460,23,5.174,0.381,1.825,23,3,85.333,63.270,100.000,0,0.000,0,3.909,1.821,4,1.176,0,4.899,2,8
390,höflich sein,to be polite,verb,behavior,7.243,0.183,1.116,37,3.054,0.197,1.201,37,4.917,0.247,1.481,36,4.130,0.297,1.424,23,5.652,0.410,1.968,23,3,5.479,10.080,15.333,0,0.000,0,3.254,1.166,2,1.892,0,4.244,2,7
391,höhnisch,scornful,adjective,characterization,2.897,0.229,1.429,39,6.846,0.196,1.226,39,5.513,0.358,2.235,39,6.304,0.298,1.428,23,3.957,0.324,1.551,23,6,0.625,0.200,2.500,0,0.000,0,2.712,0.624,3,1.301,0,3.703,2,8
392,hörig,under sb.'s spell,adjective,characterization,2.795,0.239,1.490,39,6.128,0.258,1.609,39,4.128,0.386,2.408,39,7.217,0.366,1.757,23,5.130,0.446,2.138,23,8,0.292,0.310,1.000,0,0.000,0,1.845,-0.242,3,1.633,0,2.841,2,5
393,Hörigkeit,bondage,noun,abstract,3.028,0.263,1.576,36,5.778,0.239,1.436,36,4.686,0.409,2.423,35,7.909,0.245,1.151,22,5.091,0.405,1.900,22,8,0.125,0.160,0.167,0,0.000,0,1.987,-0.101,1,0.000,0,2.981,3,9
394,Hunger,hunger,noun,abstract,3.043,0.228,1.549,46,6.783,0.230,1.562,46,6.630,0.282,1.913,46,5.348,0.305,1.465,23,4.826,0.306,1.466,23,6,12.813,64.960,17.000,1,1.333,0,3.431,1.344,12,3.639,1,4.421,2,6
395,Ideologie,ideology,noun,abstract,4.206,0.372,2.171,34,6.485,0.340,1.955,33,6.758,0.334,1.921,33,7.250,0.423,1.693,16,6.188,0.467,1.870,16,1,8.479,0.550,26.667,0,0.000,0,3.317,1.230,5,0.954,0,4.307,5,9
396,Idol,idol,noun,identity,5.567,0.331,1.813,30,5.167,0.250,1.367,30,6.100,0.237,1.296,30,6.389,0.486,2.062,18,3.278,0.559,2.372,18,5,4.542,1.770,2.333,0,0.000,0,2.173,0.086,4,1.568,0,3.166,2,4
397,Imperium,empire,noun,abstract,3.735,0.308,1.797,34,6.206,0.295,1.719,34,8.176,0.171,0.999,34,8.542,0.159,0.779,24,5.417,0.531,2.603,24,2,3.396,4.170,11.000,0,0.000,0,2.487,0.400,2,1.531,0,3.479,4,8
398,Individualist,individualist,noun,identity,6.657,0.239,1.413,35,5.382,0.257,1.498,34,6.676,0.206,1.199,34,4.643,0.498,1.865,14,1.786,0.381,1.424,14,5,0.417,0.040,1.500,0,0.000,0,1.699,-0.389,3,1.079,0,2.698,6,13
399,Individualität,individuality,noun,abstract,6.921,0.197,1.217,38,4.865,0.310,1.888,37,6.553,0.180,1.108,38,5.000,0.352,1.363,15,2.200,0.562,2.178,15,5,3.229,0.430,5.500,0,0.000,0,3.004,0.917,1,0.301,0,3.995,7,14
400,individuell,individual,adjective,characterization,7.000,0.199,1.261,40,5.200,0.325,2.053,40,6.275,0.206,1.301,40,5.077,0.459,1.656,13,2.692,0.548,1.974,13,5,8.354,0.710,30.667,0,0.000,0,2.872,0.784,1,1.114,0,3.862,5,11
401,Individuum,individual,noun,identity,6.571,0.279,1.476,28,4.571,0.310,1.643,28,6.393,0.297,1.571,28,4.364,0.268,1.255,22,2.273,0.355,1.667,22,5,3.583,2.360,16.000,0,0.000,0,3.318,1.231,4,1.255,0,4.309,5,10
402,Ingenieur,engineer,noun,identity,6.194,0.194,1.078,31,4.700,0.231,1.264,30,5.871,0.201,1.118,31,5.625,0.202,0.806,16,4.563,0.316,1.263,16,5,8.542,6.810,52.167,0,0.000,0,3.138,1.050,1,0.000,0,4.128,3,9
403,Insider,insider,noun,identity,5.000,0.226,1.395,38,5.378,0.249,1.516,37,5.973,0.192,1.166,37,5.588,0.374,1.543,17,4.294,0.605,2.494,17,7,7.792,2.360,0.000,0,0.000,0,1.633,-0.454,1,0.000,0,2.634,3,7
404,integrieren,to integrate,verb,behavior,6.121,0.331,1.900,33,4.970,0.312,1.794,33,5.394,0.265,1.519,33,4.048,0.460,2.109,21,6.714,0.409,1.875,21,4,7.938,0.940,3.667,0,0.000,0,2.435,0.347,1,0.845,0,3.426,4,11
405,intellektuell,intellectual,adjective,characterization,7.071,0.182,1.177,42,4.429,0.287,1.863,42,6.738,0.205,1.326,42,4.556,0.580,1.740,9,2.556,0.338,1.014,9,5,2.708,0.790,9.833,0,0.000,0,2.360,0.272,2,0.778,0,3.352,5,13
406,Interessent,prospect,noun,identity,5.500,0.209,1.254,36,5.250,0.166,0.996,36,5.167,0.266,1.595,36,4.615,0.290,1.044,13,3.615,0.432,1.557,13,7,2.583,0.120,25.833,1,102.667,1,1.708,-0.380,4,2.711,1,2.706,4,11
407,Internat,boarding school,noun,setting,4.325,0.194,1.228,40,5.487,0.201,1.254,39,5.410,0.237,1.482,39,6.889,0.754,2.261,9,5.889,0.841,2.522,9,1,2.667,3.940,8.833,0,0.000,0,2.751,0.663,5,2.985,1,3.741,3,8
408,intrigant,intruiging,adjective,characterization,2.086,0.144,0.853,35,7.400,0.210,1.241,35,6.886,0.292,1.728,35,6.261,0.268,1.287,23,3.435,0.371,1.779,23,2,0.125,0.000,0.833,0,0.000,0,0.903,-1.184,2,1.477,1,1.944,3,9
409,ironisch,ironic,adjective,characterization,6.136,0.259,1.720,44,5.841,0.213,1.413,44,6.182,0.204,1.352,44,4.727,0.330,1.549,22,3.909,0.294,1.377,22,5,5.042,4.450,8.000,1,0.000,0,2.658,0.571,6,1.531,0,3.649,3,8
410,jmd erniedrigen*,to humiliate sb.,verb,behavior,1.944,0.195,1.170,36,6.972,0.205,1.230,36,5.222,0.467,2.799,36,8.174,0.162,0.778,23,4.087,0.457,2.193,23,2,0.417,1.420,1.500,0,0.000,0,2.124,0.036,1,0.000,0,3.117,4,11
411,jmd opfern*,to sacrifice sb.,verb,behavior,2.242,0.213,1.226,33,7.121,0.198,1.139,33,5.212,0.389,2.233,33,7.731,0.280,1.430,26,4.308,0.562,2.867,26,2,4.604,18.500,20.500,0,0.000,0,2.890,0.802,6,3.055,1,3.881,2,6
412,jmd vergeben*,to forgive sb.,verb,behavior,7.344,0.227,1.285,32,3.719,0.331,1.871,32,5.969,0.279,1.576,32,4.400,0.361,1.803,25,4.880,0.437,2.186,25,3,34.750,35.630,23.333,7,62.833,1,3.089,1.001,17,3.201,0,4.079,3,8
413,jmd verhaften*,to arrest sb.,verb,behavior,2.865,0.206,1.251,37,7.486,0.176,1.070,37,6.568,0.221,1.345,37,7.923,0.329,1.188,13,4.154,0.564,2.035,13,2,2.021,28.470,39.000,1,102.500,1,2.682,0.595,8,3.737,2,3.673,3,9
414,jmd vertreten*,to advocate sb.,verb,behavior,5.421,0.183,1.130,38,5.553,0.187,1.155,38,5.605,0.234,1.443,38,4.556,0.354,1.504,18,5.167,0.452,1.917,18,4,69.542,12.720,133.667,3,209.667,1,3.831,1.744,9,2.863,0,4.821,6,13
415,jmd warnen*,to caution sb.,verb,behavior,4.875,0.243,1.191,24,6.208,0.276,1.351,24,6.333,0.267,1.308,24,4.739,0.296,1.421,23,6.304,0.335,1.608,23,4,18.188,22.720,57.333,3,171.167,1,2.951,0.863,20,4.000,3,3.941,2,6
416,Journalist,journalist,noun,identity,5.500,0.218,1.196,30,5.733,0.225,1.230,30,6.067,0.249,1.363,30,4.278,0.300,1.274,18,4.167,0.398,1.689,18,4,18.333,5.470,58.667,0,0.000,0,2.945,0.857,2,1.041,0,3.936,3,10
417,Jugendarbeiter,youth worker,noun,identity,5.364,0.199,1.141,33,5.182,0.192,1.103,33,5.094,0.226,1.279,32,4.762,0.337,1.546,21,6.857,0.360,1.652,21,4,0.063,0.000,0.000,0,0.000,0,0.000,0.000,0,0.000,0,0.990,5,14
