item,word_english,definition_phrase,aoa_M,RT_M,RT_SD,item_Z,,,,,,,
421,hand,to lend help,3.517241379,4300.697586,2084.226631,-0.774149476,,,,,,,
421,hand,to give someone something,4.620689655,2739.637586,1628.896358,-0.047652586,,,,,,,
422,handicap,disability,5.448275862,4120.185517,2124.831627,0.463623651,,,,,,,
422,handicap,to equal out ability,6.344827586,4245.486207,2323.206807,1.196981992,,,,,,,
422,handicap,to try to guess who will win,4.607142857,4174.595,5045.878925,-0.068966759,,,,,,,
423,handle,to control - handle the situation,3.535714286,3574.786071,3052.882804,-0.768801245,,,,,,,
423,handle,a lever or knob,3.620689655,3890.035517,2287.916447,-0.668643191,,,,,,,
424,hang,to place on the wall,5,3406.272593,1677.916726,0.395043709,,,,,,,
424,hang,to kill by hanging,4.92,3199.035926,1182.972757,-0.096386004,,,,,,,
424,hang,to spend time with friends,4.965517241,4587.043793,2667.324825,0.238862737,,,,,,,
424,hang,underlying thought...get the hang of things,4.517241379,4144.941379,3505.406658,-0.025663831,,,,,,,
425,harbor,place for boats,5.862068966,3328.454138,2714.448689,0.764226748,,,,,,,
425,harbor,to carry - harbor the blame,3.172413793,3038.926552,2273.05229,-1.034183354,,,,,,,
426,hard,a solid surface,3.103448276,2346.491724,1120.323779,-1.005727725,,,,,,,
426,hard,difficult,3.655172414,2787.705517,1761.688327,-0.639888291,,,,,,,
417,hare,a rabbit,4.62962963,3393.268214,3558.781698,-0.086935897,,,,,,,
427,harmony,a melody,4.892857143,3649.343929,3578.68913,0.056164567,,,,,,,
427,harmony,to get along,4.607142857,3529.280357,2261.881726,-0.019918484,,,,,,,
428,harsh,severe and mean,5.178571429,5217.375,6324.878131,0.27072218,,,,,,,
428,harsh,irritating or rugged - harsh surface,3.482758621,2834.254828,2319.434702,-0.73728912,,,,,,,
429,hatch,eggs,5.172413793,3679.657586,2777.141138,0.347499518,,,,,,,
429,hatch,compartment,3.178571429,3656.565714,3833.1775,-1.068447006,,,,,,,
420,have,to possess,3.517241379,2696.948621,2302.822476,-0.816514171,,,,,,,
430,hay,straw,4.714285714,2869.138929,1757.256101,0.088832076,,,,,,,
431,haze,fog,6.25,2759.139286,1004.636441,1.150142858,,,,,,,
431,haze,a drugged state,4.275862069,3677.301034,2732.745482,-0.416638314,,,,,,,
432,head,at the top,4.689655172,2976.01,1121.731191,-0.008377633,,,,,,,
432,head,the leader,2.142857143,2790.886429,1295.291816,-1.826813625,,,,,,,
432,head,part of the body,4.620689655,3928.666552,2444.781852,0.027438097,,,,,,,
432,head,to go in a direction - head north,3.896551724,3108.188621,2624.311428,-0.623189106,,,,,,,
433,headache,pain in the head,4.517241379,3171.707586,1968.443341,-0.101976904,,,,,,,
433,headache,a stressful situation,4.714285714,3521.543571,1426.219697,0.059207382,,,,,,,
434,heading,title or caption,4.586206897,3707.625517,2311.66363,-0.046304848,,,,,,,
434,heading,a direction,3.75862069,3528.447931,2489.335803,-0.526243451,,,,,,,
435,heal,to repair a cut,3.071428571,2822.564643,2140.48714,-1.19834268,,,,,,,
436,hear,listen,3.464285714,3082.351786,1567.169927,-0.939445296,,,,,,,
437,heard,to hear,3.344827586,3260.11,1850.693902,-0.932660106,,,,,,,
438,hearing,auditory sensation,5.172413793,3077.801379,1992.52702,0.434026485,,,,,,,
438,hearing,a court trial,3.142857143,3508.515,3577.451675,-0.971313133,,,,,,,
439,heat,warmth,6.275862069,4019.234483,2672.321089,1.211934854,,,,,,,
439,heat,gun - carrying heat,3.678571429,3598.956207,2235.298196,-0.726617432,,,,,,,
439,heat,to warm-up - heat food,3.413793103,3743.391724,2487.677552,-0.915884824,,,,,,,
440,heavy,weighs a lot,5.586206897,3149.686207,1617.097392,0.753370297,,,,,,,
440,heavy,very serious,4.678571429,3192.953214,1546.207276,0.028691646,,,,,,,
441,hedge,bush,6.214285714,4957.253929,5737.100781,1.111524115,,,,,,,
441,hedge,to protect from loss - hedge your bets,3.25,3450.656429,3561.393528,-1.029953297,,,,,,,
435,heel,the end of a bread loaf,5.068965517,3106.435862,1068.543509,0.261141251,,,,,,,
435,heel,a jerk,6.285714286,3779.521429,4715.68615,1.228763656,,,,,,,
435,heel,part of a shoe,3.964285714,3624.160357,3186.972352,-0.543357814,,,,,,,
435,heel,foot,4.172413793,3328.625517,3346.630117,-0.426206111,,,,,,,
437,herd,group of animals,4.214285714,5374.952143,8824.461918,-0.241152172,,,,,,,
437,herd,getting animals together,3.137931034,3564.766897,4737.633547,-1.139501959,,,,,,,
436,here,in this place,2.827586207,3775.586897,1865.040686,-1.184086856,,,,,,,
430,hey,a greeting or said to get attention,3.428571429,3621.442857,2921.917364,-0.910613071,,,,,,,
442,hide,conceal,4.620689655,2681.321034,987.5365135,-0.030797895,,,,,,,
442,hide,animal skin,3.571428571,4364.117857,2172.065284,-0.740256921,,,,,,,
443,high,taller than usual,6.034482759,2325.377931,1115.352325,0.92860587,,,,,,,
443,high,on drugs,4.035714286,5028.411786,2788.61003,-0.516203302,,,,,,,
443,high,having a specified height,3.172413793,3424.585517,1281.984301,-1.004811062,,,,,,,
444,higher,above...taller,4.428571429,2675.914286,1419.031638,-0.207909886,,,,,,,
445,hike,walk on a trail,5.821428571,3302.261379,2042.626649,0.791629619,,,,,,,
445,hike,to raise...hike up prices,4.275862069,3326.628621,1659.519926,-0.30037905,,,,,,,
446,hip,hip joint,5.448275862,4792.688621,5351.284619,0.602126285,,,,,,,
446,hip,familiar with the latest,5.464285714,3592.029643,3105.310393,0.664081538,,,,,,,
446,hip,fashionable or stylish,4.724137931,2852.56,1560.801929,0.168247982,,,,,,,
444,hire,to give a job,3.379310345,3875.823793,2321.412155,-0.908206297,,,,,,,
445,hit,to deal a blow or stroke to,5.321428571,4903.883448,2911.769636,0.375109206,,,,,,,
445,hit,reach or obtain,5.482758621,3597.71,1880.23786,0.568062459,,,,,,,
445,hit,to request or demand,5.172413793,5022.093103,2835.558611,0.475902558,,,,,,,
445,hit,to go over well...dessert was a hit,5.25,5059.215714,3894.173462,0.523986118,,,,,,,
446,hitch,to attach for movement,5.965517241,2572.912414,1615.978033,0.880738457,,,,,,,
446,hitch,to get married,5.785714286,5195.9425,3209.874406,0.857134628,,,,,,,
446,hitch,a catch...what is the hitch?,4.964285714,3645.917586,4373.354049,0.068027024,,,,,,,
448,ho,slut,4.413793103,3097.000345,1938.902408,-0.20213412,,,,,,,
447,hoarse,scratchy voice,6.407407407,2342.294643,1011.845239,1.348281095,,,,,,,
448,hoe,for gardening,3.214285714,2581.528571,1458.962102,-0.947826202,,,,,,,
449,hog,a pig,3.793103448,6190.306207,15693.7787,-0.592613426,,,,,,,
449,hog,to take more than one's portion,3.535714286,3817.604643,2682.187404,-0.855684538,,,,,,,
450,hold,to grasp or carry,4.407407407,5445.842143,4242.010228,-0.17978797,,,,,,,
450,hold,to place in waiting,2.666666667,4820.034286,9551.504089,-1.384814284,,,,,,,
451,hole,an opening,4.321428571,4306.028571,3731.995871,-0.168871262,,,,,,,
451,hole,missing something,3.931034483,2701.752759,1125.974227,-0.523374764,,,,,,,
452,holey,full of holes,3.928571429,3692.888966,2126.071373,-0.367239337,,,,,,,
452,holy,sacred,2.259259259,2638.705926,967.1054117,-1.706149063,,,,,,,
453,home,where one lives,4.464285714,4650.604643,1980.223864,-0.21046857,,,,,,,
453,home,a place where older adults live,3.285714286,2724.946429,1220.901746,-0.999210358,,,,,,,
454,honey,bee product,4.321428571,4113.833571,2536.001547,-0.206044812,,,,,,,
454,honey,term of endearment,4.344827586,3794.81,4172.815504,-0.155635638,,,,,,,
455,honor,a reward,4.586206897,3436.026552,1305.608948,-0.156600098,,,,,,,
455,honor,to act respectfully...honor my parents,3.428571429,4707.788214,4160.358389,-0.868627783,,,,,,,
456,hood,covering for the head,4.379310345,3254.013793,1763.611213,-0.110631626,,,,,,,
456,hood,car engine covering,6.035714286,4907.007143,2356.39783,0.882327942,,,,,,,
456,hood,exhausts chemical or kitchen fumes,6.448275862,5016.868276,6157.642139,1.33313447,,,,,,,
456,hood,academic regalia,5.259259259,3068.861852,1570.789496,0.385566712,,,,,,,
456,hood,a neighborhood,4.222222222,3835.975185,2388.715775,-0.317850273,,,,,,,
457,hook,a latch,5.172413793,3316.916897,2315.825163,0.475739241,,,,,,,
457,hook,gets a person interested,3.703703704,3059.051111,1657.398579,-0.744537257,,,,,,,
457,hook,a curved device,3.275862069,3038.152069,1398.922583,-0.996369047,,,,,,,
458,horn,part of a car that makes sound,4.310344828,2833.616207,1863.862659,-0.332875049,,,,,,,
458,horn,a musical instrument...a trumpet,3.689655172,3594.621379,1887.380286,-0.649669026,,,,,,,
458,horn,grows out of an animal's head,3.103448276,3050.896552,2202.597305,-1.107915436,,,,,,,
447,horse,pony,2.357142857,2807.26,1607.123694,-1.662323399,,,,,,,
459,hot,high temperature,5.25,2664.02,1261.267502,0.482472796,,,,,,,
459,hot,really attractive,3.481481481,2873.442963,1230.52221,-0.969076385,,,,,,,
459,hot,spicy,3.555555556,2966.432222,2260.112661,-0.705115055,,,,,,,
460,hound,a dog,5.344827586,2738.304483,1771.337644,0.598045049,,,,,,,
460,hound,to pester,3.517241379,4417.067931,5809.283573,-0.804196449,,,,,,,
461,hour,60 minutes,3.344827586,3563.482069,1782.153806,-0.81447977,,,,,,,
462,hours,more than one hour,2.481481481,3392.428519,1609.074856,-1.467906015,,,,,,,
463,house,building where someone lives,5.607142857,2972.993929,2144.514506,0.7522914,,,,,,,
463,house,House of Representatives,4.925925926,3475.901111,1583.771159,0.079250119,,,,,,,
463,house,to store something,4.678571429,4077.4525,5588.575918,0.032840181,,,,,,,
464,humor,wit,6.379310345,3730.928621,2169.084205,1.232995479,,,,,,,
464,humor,bodily fluid,2.931034483,2966.721724,2084.023452,-1.201325296,,,,,,,
465,hunger,the need to eat,4.413793103,3577.310345,1760.289039,-0.104788143,,,,,,,
465,hunger,a strong desire or drive,4.071428571,3414.364286,2822.982884,-0.450935636,,,,,,,
466,hurricane,storm from the ocean,6.814814815,2853.133333,2025.949191,1.535794554,,,,,,,
466,hurricane,alcoholic drink,5.785714286,4455.116786,3934.025677,0.940596535,,,,,,,
467,hype,to deceive or trick,5.851851852,3891.633704,2661.247011,0.835508888,,,,,,,
467,hype,exaggerated publicity,1.793103448,2992.657586,1917.540707,-2.097925421,,,,,,,
305,I,me,2.821428571,2987.287143,1810.241246,-1.308708241,,,,,,,
468,ice,frozen solid water,6.310344828,3508.949655,1272.281664,1.082974288,,,,,,,
468,ice,a diamond or diamonds,5.75862069,4149.867586,2077.905498,0.836469514,,,,,,,
468,ice,extreme unfriendliness or reserve,6.740740741,2738.641111,851.528004,1.428541909,,,,,,,
468,ice,methamphetamine,5.310344828,2898.117586,2360.176334,0.417901817,,,,,,,
469,idle,to do nothing,4.703703704,3278.164815,2142.473028,0.097853932,,,,,,,
469,idol,one to look up to,4.392857143,3705.166552,2732.479424,-0.129433908,,,,,,,
470,immediate,right away,4.724137931,3783.88931,2059.322188,0.017717682,,,,,,,
470,immediate,close in relation...immediate family,5.25,4922.530357,6059.652654,0.386151065,,,,,,,
471,impression,give a general idea...my impression was,5.206896552,4418.359655,4921.443883,0.405381858,,,,,,,
471,impression,an imprint or dent,2.689655172,3120.159655,1449.270574,-1.487702988,,,,,,,
472,in,not out,5.464285714,3720.977857,1723.290633,0.520190963,,,,,,,
473,incense,gives of an odor when burned,5.740740741,4880.461481,4853.835906,0.753551679,,,,,,,
473,incense,to incite great anger,3.75862069,3640.126207,3837.930107,-0.558662315,,,,,,,
474,inch,a short distance,4.642857143,3432.162143,2316.737947,-0.132600763,,,,,,,
474,inch,to get a little closer,4.892857143,2816.396071,1675.268666,0.107667461,,,,,,,
475,incline,a hill,5.5,4655.231429,5259.049445,0.606009035,,,,,,,
475,incline,the feeling to do something,4.535714286,5415.947857,5079.673656,0.030598502,,,,,,,
476,inflation,to put in air,6.206896552,2600.276207,1540.516868,1.050767057,,,,,,,
476,inflation,rising expenses,4.592592593,3396.6975,2668.944043,-0.153658114,,,,,,,
472,inn,small hotel,5.137931034,3215.364483,1596.034149,0.334617699,,,,,,,
477,insecure,not safe,5.413793103,3334.701379,2037.173635,0.43966553,,,,,,,
477,insecure,lacking in self-confidence,3.714285714,3648.406429,3240.283607,-0.68409,,,,,,,
478,instruction,directions,4.142857143,3471.073929,2448.421015,-0.295769235,,,,,,,
478,instruction,teaching,5.285714286,5194.768571,5397.37114,0.542138556,,,,,,,
479,instrument,purposeful utensil ...surgical instrument,3.724137931,3922.782069,3023.481014,-0.692808767,,,,,,,
479,instrument,an object used to produce music,4.689655172,3081.658621,1942.479463,0.072684061,,,,,,,
480,insult,a verbal put-down,5.172413793,4176.216207,2303.061936,0.411511607,,,,,,,
480,insult,an injury,5,3153.321786,2253.885212,0.364168386,,,,,,,
481,intensity,brightness,5.275862069,4656.583448,3920.110653,0.520898527,,,,,,,
481,intensity,great magnitude,4.310344828,3454.973103,2276.813504,-0.148365285,,,,,,,
482,interest,hobby,4.724137931,3682.394828,2958.472488,-0.031352093,,,,,,,
482,interest,concern,5.931034483,3277.627241,1494.712861,0.812820477,,,,,,,
482,interest,charge for borrowed money,5.620689655,3415.107241,2593.980589,0.662245006,,,,,,,
483,intimate,personal,6.25,2977.400357,2957.944493,1.125279134,,,,,,,
483,intimate,sexual,5.827586207,4219.843448,2310.460411,0.832722946,,,,,,,
483,intimate,to tell someone a secret,4.357142857,3759.234643,2149.953752,-0.220399013,,,,,,,
484,iron,to press clothing,4.592592593,3724.498148,2789.216248,-0.08189399,,,,,,,
484,iron,a type of metal,5,3463.881034,2267.175495,0.20713363,,,,,,,
485,isolated,alone...on its own,5.148148148,5098.420741,6421.339498,0.308842482,,,,,,,
485,isolated,a place far from others,4.75,3622.847586,2325.401862,0.021595633,,,,,,,
486,issue,matter,5.206896552,3838.231724,3312.429627,0.433127819,,,,,,,
486,issue,volume,5.392857143,4683.647143,3098.000764,0.532733006,,,,,,,
486,issue,to bring forth...I will issue him a new card,4.071428571,3265.911786,1895.611817,-0.454600326,,,,,,,
487,item,one thing,5.896551724,3264.335862,1607.722427,0.983985064,,,,,,,
487,item,a romantic couple,4.035714286,3024.521429,1293.866385,-0.365644771,,,,,,,
488,jack,playing card,5.428571429,3716.441429,3840.961956,0.556331625,,,,,,,
488,jack,a mechanical device used for elevation,5.586206897,3819.688621,3416.237694,0.600748143,,,,,,,
489,jam,thrust violently,3.655172414,3465.044828,2131.999219,-0.587423522,,,,,,,
489,jam,a preserve of fruit,4.689655172,3821.845172,2680.380013,0.049353349,,,,,,,
489,jam,to become stuck or blocked,2.964285714,2911.366071,1755.67508,-1.160978657,,,,,,,
490,jar,container,4.896551724,3467.053448,1932.575922,0.201485288,,,,,,,
490,jar,to rattle or disturb,3.448275862,2523.771379,1523.941598,-0.867826977,,,,,,,
384,jean,denim pants,4.678571429,4196.312143,3382.836028,-0.106692791,,,,,,,
490,jerk,"foolish, mean person",4.535714286,3364.540714,2640.718415,-0.024571432,,,,,,,
490,jerk,to pull suddenly,6.392857143,2940.672143,1210.769042,1.151983007,,,,,,,
490,jerk,a type of spices,3.551724138,3230.622759,2513.753136,-0.766907711,,,,,,,
491,jet,a plane,4.964285714,2773.237857,1600.98661,0.335076944,,,,,,,
491,jet,to leave quickly,4.892857143,3135.281379,1677.011829,0.058983489,,,,,,,
492,jews,people of jewish faith,5.344827586,2304.826552,898.3972293,0.440970255,,,,,,,
493,jock,an athlete,5.962962963,4913.808519,1992.197222,0.877606554,,,,,,,
493,jock,interested in one topic...computer jock,3.535714286,2529.247143,1720.95782,-0.825548456,,,,,,,
494,jog,run,5.392857143,3664.455714,2254.07168,0.425790081,,,,,,,
494,jog,to trigger..jog my memory,5.071428571,3956.107857,4847.231769,0.25676128,,,,,,,
495,joint,where two parts meet,4.793103448,3652.121034,1929.865445,0.14720617,,,,,,,
495,joint,a place where bones come together,6.310344828,3671.640345,8491.606998,1.213972332,,,,,,,
495,joint,marijuana cigarette,5.793103448,3640.818621,6414.920923,0.80218897,,,,,,,
495,joint,a club or bar,3.892857143,2684.922857,1128.508197,-0.403395662,,,,,,,
496,joker,a clown or jester,3.724137931,2472.506552,1513.70991,-0.719096305,,,,,,,
496,joker,a wild card,4.142857143,3240.328571,2326.306543,-0.373923335,,,,,,,
497,journal,personl diary,5.896551724,3669.296897,2458.482188,0.917555706,,,,,,,
497,journal,a research publication,2.551724138,3709.140345,1897.344379,-1.430371904,,,,,,,
492,juice,fluild or liquid of fruit,6,3126.806786,1913.461131,0.873479304,,,,,,,
492,juice,strength or vitality,5.448275862,3613.271034,2656.07483,0.603489206,,,,,,,
492,juice,electric power,6.448275862,3009.96931,1243.266898,1.382892157,,,,,,,
492,juice,alcoholic liquor,6.103448276,2785.592759,1995.2319,0.920577659,,,,,,,
498,juicy,scandalous,3.851851852,3785.566786,1844.568734,-0.678758779,,,,,,,
498,juicy,full of juice,2.965517241,2111.012414,1581.640535,-1.229942764,,,,,,,
499,jump,leap,5.482758621,3648.643103,3027.520123,0.655949101,,,,,,,
499,jump,a car power transfer,5.5,4581.286071,3883.916476,0.492032434,,,,,,,
500,just,done according to truth and justice,4.448275862,7001.976207,10790.27536,-0.05356121,,,,,,,
500,just,exactly,4.607142857,4209.957857,2632.653179,-0.102683655,,,,,,,
500,just,by a narrow margin,5.793103448,2837.301379,1661.810975,0.733782409,,,,,,,
501,justify,to rationalize,5.892857143,4629.834643,3274.397856,0.872769785,,,,,,,
501,justify,to ensure even text margins,5.448275862,3422.635517,1823.548121,0.610174212,,,,,,,
136,karat,gold or diamond measure,3.448275862,3226.423448,2016.112421,-0.838159404,,,,,,,
502,keep,to retain,4.896551724,3824.031034,2428.714773,0.253437564,,,,,,,
502,keep,not spoil,4.035714286,2983.463929,2510.278052,-0.435892388,,,,,,,
178,kernel,piece of corn,3.357142857,3348.331071,3226.035753,-0.958778735,,,,,,,
503,key,used to open a lock,3.931034483,3670.391379,2537.890193,-0.617801606,,,,,,,
503,key,on piano or computer,5,4141.277241,2391.185271,0.26646923,,,,,,,
503,key,legend or set of answers,4.142857143,3710.535357,1483.455645,-0.33367271,,,,,,,
504,keys,multiple keys on a computer,5.666666667,2951.796296,1357.54731,0.701589693,,,,,,,
504,keys,a series of islands,3.275862069,3183.146552,1179.955828,-0.967981212,,,,,,,
505,kick,strike with a foot,5.962962963,4343.019259,5276.343253,0.785175958,,,,,,,
505,kick,a new interest,5.172413793,3359.713103,1423.308387,0.430678993,,,,,,,
505,kick,to get rid of...kick the habit,2.607142857,2782.951429,1976.890473,-1.357047192,,,,,,,
506,kid,child,4.285714286,2858.517143,2936.374307,-0.233594707,,,,,,,
506,kid,joke,5.04,2955.176538,1412.555317,0.366136622,,,,,,,
506,kid,baby goat,4.172413793,3315.431724,2271.807963,-0.328594939,,,,,,,
507,kill,murder,6.035714286,4298.794286,2701.502321,0.90024397,,,,,,,
507,kill,to do very well...kill on the exam,6.103448276,6050.707241,4560.200204,0.968883624,,,,,,,
507,kill,an unreturnable game shot,4,2801.511481,1560.971937,-0.526182347,,,,,,,
508,killer,murderer,5.896551724,3935.022759,3156.537103,0.815462965,,,,,,,
508,killer,great,3.178571429,2609.020357,1441.491192,-1.020338294,,,,,,,
