word_english,sample_size,set_size,set_size_singles,frequency_KF,concrete_M,homograph,pos,Mean_Connectivity,Connectivity_Strength,Resonance_Probability,Resonance_Strength,Accessibility_Index,Non-Responses,Ending_Stem_Set_Size__,Ending_Stem_Strength,Beginning_Stem_Set_Size,Beginning_Stem_Strength,Ending_Fragment_Cue,Ending_Fragment_Set_size,Ending_Fragment_Strength,Beginning_Fragment_Cue,Beginning_Cue_Set_Size,Beginning_Cue_Strength
flake,139,9,22,1,,,N,0.50,1.020,0.25,1.070,4,0.01,20,0.02,6,0.30,,,,FLA--,8,0.16
flakes,152,6,18,4,,,N,0.67,1.280,0.33,1.640,4,0.01,,,,,,,,,,
flame,184,14,31,17,5.81,,N,2.67,3.440,0.42,1.300,12,0.05,15,0.01,6,0.07,--AME,4,0.17,FLA--,8,0.07
flannel,127,12,23,4,5.46,,N,1.58,2.700,0.08,1.020,1,0.03,3,0.10,,,--ANNEL,2,0.24,,,
flap,138,25,59,0,,G,V,1.33,4.360,0.04,1.030,1,0.01,20,0.00,10,0.19,--AP,13,0.02,,,
flash,152,11,25,21,4.82,,V,0.60,2.240,0.30,1.090,5,0.01,18,0.05,10,0.02,,,,FLA--,8,0.14
flashlight,148,17,39,8,,,N,1.73,6.020,0.07,1.040,1,0.01,,,,,,,,,,
flask,148,17,35,5,7.00,,N,4.00,5.240,0.06,1.070,2,0.12,5,0.12,10,0.09,,,,FL---,8,0.07
flat,147,19,51,67,4.26,N,AJ,1.05,3.120,0.26,1.300,12,0.03,15,0.01,10,0.11,,,,FL--,14,0.09
flavor,140,9,19,18,4.03,,N,2.44,2.400,0.33,1.120,12,0.01,,,6,0.06,,,,,,
flea,153,11,21,2,6.12,,N,1.82,5.200,0.27,1.290,4,0.02,33,0.02,,,,,,FL--,14,0.08
flee,184,11,22,1,3.91,,V,0.91,1.940,0.09,1.050,2,0.13,33,0.00,,,--EE,5,0.18,FL--,14,0.12
fleet,148,14,34,17,5.09,N,N,,,,,0,0.01,17,0.02,,,,,,FL---,26,0.02
flesh,127,8,20,52,6.90,,N,1.38,1.260,0.13,1.030,1,0.04,5,0.08,8,0.24,--ESH,2,0.36,FL---,26,0.02
flex,153,14,31,2,,,V,1.08,1.850,0.08,1.050,1,0.01,,,8,0.06,,,,,,
flexible,142,19,55,25,3.27,,AJ,,,,,6,0.02,,,8,0.01,,,,,,
flick,154,18,51,2,,G,N,0.69,2.590,0.13,1.030,2,0.04,21,0.03,9,0.10,--ICK,9,0.15,,,
flight,148,9,25,46,4.68,T,N,1.38,1.740,0.25,1.080,10,0.00,19,0.00,,,---GHT,10,0.09,,,
fling,148,13,41,2,,N,V,0.36,1.620,0.09,1.020,3,0.01,25,0.06,,,--ING,13,0.09,FL---,26,0.05
flip,146,21,43,4,,,V,,,,,7,0.02,20,0.03,9,0.67,--IP,12,0.22,FL--,14,0.02
flipper,153,7,17,1,,,N,2.17,1.850,0.33,1.070,3,0.01,,,9,0.02,,,,,,
float,145,17,40,3,4.41,T,V,1.86,3.840,0.29,1.360,15,0.03,15,0.02,,,,,,FL---,26,0.05
flood,148,12,29,19,6.62,,N,1.64,3.490,0.00,1.000,5,0.03,14,0.02,,,,,,FL---,26,0.05
floor,94,12,32,158,5.47,,N,1.17,2.580,0.67,2.680,29,0.02,28,0.01,,,---OR,11,0.01,FL---,26,0.09
florida,151,16,33,20,6.10,,N,,,,,24,0.00,,,,,,,,,,
flour,148,13,28,8,6.39,,N,2.18,2.770,0.27,1.070,7,0.01,12,0.03,4,0.10,--OUR,3,0.54,FL---,26,0.05
flow,180,13,37,67,3.07,,V,1.62,3.790,0.23,1.120,8,0.05,35,0.01,,,--OW,12,0.05,FL--,14,0.26
flower,165,21,39,23,5.62,G,N,1.62,3.420,0.67,6.330,52,0.01,12,0.10,4,0.82,----ER,37,0.03,,,
flowers,132,20,47,57,,,N,,,,,13,0.01,,,4,0.82,,,,,,
flu,142,8,23,8,4.80,,N,2.00,3.010,0.50,1.200,7,0.01,32,0.00,,,,,,,,
fluffy,143,11,31,1,3.87,,AJ,2.00,4.630,0.30,1.060,6,0.01,,,7,0.09,,,,,,
fluid,152,13,39,21,,,N,1.58,2.870,0.17,1.030,8,0.01,,,,,,,,FL---,26,0.02
flunk,145,11,23,0,3.23,,V,1.45,2.030,0.18,1.140,3,0.04,18,0.02,7,0.01,,,,FL---,26,0.02
flush,177,16,50,11,4.43,T,V,0.79,2.820,0.07,1.070,3,0.07,14,0.03,,,--USH,7,0.12,,,
flute,142,19,30,1,5.66,,N,3.88,6.160,0.41,1.500,12,0.09,11,0.01,,,,,,FL---,26,0.06
flutter,151,18,63,2,3.45,,V,1.07,2.320,0.07,1.010,2,0.03,11,0.08,7,0.03,,,,,,
fly,197,19,55,33,5.14,W,V,1.42,3.940,0.47,3.120,64,0.06,25,0.05,,,--Y,24,0.02,F--,14,0.05
flying,152,14,36,43,,,AJ,,,,,2,0.00,,,,,---ING,29,0.03,,,
foam,146,19,44,37,6.73,G,N,1.44,2.530,0.19,1.070,5,0.02,10,0.02,9,0.05,,,,FO--,17,0.06
focus,142,18,48,40,2.90,G,N,2.06,3.880,0.18,1.040,5,0.02,4,0.52,9,0.02,,,,,,
foe,142,8,16,8,3.65,,N,1.83,2.630,0.50,1.330,5,0.06,35,0.02,9,0.19,,,,,,
fog,200,25,57,25,5.44,G,N,1.50,3.980,0.29,2.450,13,0.03,13,0.21,6,0.03,-OG,6,0.34,,,
foggy,148,22,58,5,,,AJ,,,,,5,0.01,,,,,,,,,,
foil,153,12,27,20,5.05,N,V,1.40,1.600,0.30,1.210,3,0.03,10,0.11,,,,,,FO--,16,0.02
fold,151,19,42,7,,N,V,,,,,9,0.00,11,0.08,9,0.09,-OLD,7,0.07,FO--,16,0.06
folder,149,13,37,1,,,N,2.91,3.130,0.27,1.410,6,0.03,,,,,----ER,37,0.02,,,
follow,165,11,21,97,3.11,,V,0.64,1.720,0.36,1.420,24,0.01,4,0.25,,,--LLOW,8,0.13,,,
follower,152,11,32,3,,,N,,,,,2,0.08,,,,,,,,,,
folly,145,13,35,10,2.63,,N,,,,,0,0.43,11,0.11,,,-OLLY,5,0.07,,,
fond,151,15,36,13,,,V,1.62,3.570,0.15,1.030,3,0.03,15,0.20,,,,,,FO--,17,0.02
food,180,18,57,147,5.84,,N,1.69,2.400,0.63,2.910,324,0.04,16,0.37,,,-OOD,5,0.21,FO--,16,0.15
fool,130,14,43,37,3.46,,N,,,,,21,0.05,10,0.14,,,-OOL,6,0.06,FO--,17,0.14
foolish,142,12,46,16,2.38,,AJ,2.08,4.610,0.08,1.030,6,0.04,,,,,,,,,,
foot,98,9,17,70,3.46,N,N,1.11,1.220,0.67,2.800,39,0.00,,,,,-OOT,7,0.08,FO--,16,0.13
football,142,23,43,36,5.75,,N,3.14,5.240,0.67,2.980,60,0.05,,,,,,,,,,
for,152,13,42,9489,2.36,,PP,,,,,6,0.10,28,0.08,,,,,,,,
forbid,180,22,51,4,3.44,,V,2.89,4.250,0.33,1.300,9,0.05,,,,,,,,,,
forbidden,141,20,64,0,3.44,,AJ,1.31,1.780,0.06,1.060,2,0.06,,,,,,,,,,
force,165,17,62,230,2.92,W,N,0.60,1.400,0.40,1.210,22,0.03,7,0.02,,,,,,,,
forceful,147,23,64,8,,,V,2.55,4.940,0.05,1.040,2,0.03,,,,,,,,,,
forehead,148,19,47,16,,,N,2.00,3.320,0.07,1.030,2,0.01,,,,,,,,,,
foreign,130,20,52,158,,,AJ,,,,,21,0.01,18,0.00,,,,,,,,
foresight,145,16,47,5,2.28,,N,,,,,4,0.09,,,,,,,,,,
forest,156,9,23,66,6.37,,N,1.00,1.750,0.56,1.640,28,0.00,,,,,--RE--,23,0.02,,,
forever,148,14,28,39,1.95,,AD,2.92,3.180,0.54,3.670,24,0.02,,,,,,,,,,
forget,148,11,34,54,2.53,,V,0.90,1.410,0.60,2.530,28,0.05,,,,,,,,,,
forgive,147,8,37,24,2.36,,V,0.12,0.830,0.25,1.060,14,0.01,,,,,,,,,,
fork,127,8,10,14,5.25,G,N,1.50,2.750,0.38,2.270,13,0.01,9,0.35,,,-ORK,5,0.25,FO--,16,0.05
form,165,20,56,370,3.86,T,N,1.30,2.610,0.25,1.240,13,0.04,6,0.08,,,--RM,11,0.08,FO--,16,0.02
formal,149,17,31,48,,,AJ,,,,,7,0.01,,,,,,,,,,
formula,147,17,49,59,,,N,2.00,3.450,0.27,1.060,7,0.03,,,,,,,,,,
fort,156,26,60,55,5.70,,N,,,,,1,0.08,19,0.08,,,-ORT,4,0.14,FO--,16,0.01
fortune,143,14,21,25,3.32,,N,1.85,3.950,0.23,1.540,7,0.06,,,,,----UNE,4,0.21,,,
forward,132,13,26,115,,,AJ,,,,,15,0.01,,,,,,,,,,
fossil,152,13,26,0,,,N,0.64,2.670,0.00,1.000,1,0.01,5,0.42,,,,,,,,
foul,184,19,36,4,3.47,T,AJ,1.32,3.780,0.00,1.000,5,0.12,14,0.07,4,0.53,--UL,4,0.07,FO--,16,0.07
found,139,5,23,536,,,V,0.00,0.850,0.33,1.750,9,0.00,9,0.02,4,0.02,-OUND,7,0.12,,,
foundation,150,19,54,38,,G,N,0.83,1.910,0.06,1.020,6,0.01,,,,,,,,,,
fountain,140,7,16,22,6.58,,N,0.57,1.360,0.14,1.010,2,0.00,,,4,0.01,,,,,,
four,152,15,40,359,3.57,,N,,,,,10,0.01,28,0.02,,,-OU-,11,0.06,FO--,16,0.09
fox,150,18,43,13,7.00,,N,1.78,4.200,0.50,1.490,13,0.02,,,,,,,,,,
fracture,148,8,22,1,,,N,1.25,3.700,0.00,1.000,2,0.01,,,,,,,,,,
fragile,135,11,25,10,3.08,,AJ,1.91,2.350,0.46,1.730,16,0.01,,,,,,,,,,
fragrance,144,8,21,6,4.83,,N,2.62,4.950,0.38,1.110,4,0.03,20,0.00,8,0.06,,,,,,
frail,143,15,44,8,3.79,,AJ,2.14,4.820,0.21,1.050,4,0.06,28,0.01,8,0.02,,,,,,
frame,148,7,19,74,6.00,T,V,0.00,0.890,0.43,1.350,10,0.01,15,0.02,8,0.12,--AME,4,0.10,,,
france,146,12,42,74,,,N,,,,,7,0.02,10,0.00,,,,,,FR----,18,0.02
frankenstein,152,13,32,0,,,N,1.27,1.440,0.18,1.160,2,0.01,,,,,,,,,,
frantic,153,17,45,11,,,AJ,,,,,2,0.03,7,0.49,,,,,,,,
fraternity,144,15,33,6,4.20,,N,,,,,8,0.04,9,0.00,,,,,,,,
fraud,144,17,42,8,2.72,,N,2.93,3.650,0.07,1.020,5,0.04,,,6,0.16,,,,,,
fray,148,26,71,1,3.89,N,N,,,,,0,0.10,26,0.00,8,0.19,,,,,,
freak,151,17,54,4,,,N,1.00,2.510,0.06,1.030,2,0.02,20,0.02,,,--EAK,8,0.06,FR---,3,0.31
freckle,154,12,28,3,6.00,,N,1.10,1.460,0.10,1.030,1,0.01,6,0.09,6,0.05,--ECKLE,2,0.70,FRE----,8,0.07
free,140,26,75,260,3.24,T,AJ,1.04,3.000,0.38,1.310,50,0.02,33,0.01,,,--EE,5,0.38,,,
freedom,145,24,68,128,1.98,,N,,,,,30,0.03,,,,,,,,FRE----,7,0.29
freeway,158,13,35,5,,,N,4.10,5.480,0.20,1.070,3,0.00,,,,,,,,,,
freeze,178,15,35,6,4.63,,V,2.79,4.840,0.36,1.400,11,0.03,21,0.02,,,--EEZE,3,0.38,FR----,18,0.08
freezer,149,10,18,1,,,N,1.50,2.990,0.13,1.120,2,0.01,,,,,,,,FRE----,7,0.24
french,154,17,49,139,,,AJ,1.00,2.680,0.44,1.200,18,0.00,6,0.00,6,0.01,--ENCH,7,0.34,FR----,18,0.05
frequency,147,17,56,22,,,N,,,,,2,0.02,,,,,,,,,,
frequent,152,9,31,34,,,AJ,,,,,1,0.00,,,,,,,,,,
fresh,162,21,34,82,3.22,W,AJ,1.90,4.190,0.15,1.140,15,0.01,5,0.04,6,0.25,--ESH,2,0.54,FRE--,3,0.37
friar,153,10,40,0,5.22,,N,,,,,1,0.15,,,,,,,,FRI--,7,0.02
friday,147,12,31,60,,,N,,,,,6,0.00,,,,,,,,FR----,18,0.26
fried,148,18,35,6,,,V,1.80,3.000,0.33,1.180,8,0.01,25,0.01,,,-RIED,4,0.49,FRI--,7,0.53
friend,177,22,40,133,4.40,,N,2.05,4.310,0.75,5.160,114,0.06,17,0.02,6,0.20,,,,FR----,18,0.14
friendliness,142,19,56,4,2.50,,N,2.67,3.420,0.07,1.090,1,0.03,,,,,,,,,,
friendly,132,15,41,61,,,AJ,2.75,3.410,0.42,1.240,17,0.02,33,0.00,6,0.00,,,,,,
friends,154,18,50,162,4.40,,N,,,,,17,0.03,,,,,,,,,,
friendship,150,21,55,27,,,N,2.25,4.730,0.20,1.140,5,0.04,,,,,,,,,,
fries,146,9,24,0,6.25,,V,1.44,1.770,0.44,1.500,10,0.00,,,,,,,,FRI--,7,0.12
fright,140,8,18,2,2.63,,N,1.38,2.150,0.63,1.640,14,0.01,19,0.02,,,---GHT,10,0.05,FR----,18,0.03
frightened,153,6,21,26,,,V,1.33,1.640,0.17,1.310,4,0.03,,,,,,,,,,
frigid,142,8,38,5,4.02,,AJ,0.38,1.420,0.00,1.000,2,0.08,,,12,0.13,,,,,,
frill,142,12,38,3,3.70,,N,,,,,2,0.29,15,0.12,12,0.03,,,,FRI--,7,0.02
frisk,148,12,41,0,,N,V,0.91,3.360,0.00,1.000,0,0.03,8,0.06,12,0.06,,,,FRI--,7,0.02
frog,148,20,30,1,6.96,G,N,1.67,3.540,0.50,2.200,16,0.06,13,0.07,6,0.36,,,,,,
front,144,5,22,221,4.14,N,N,0.20,1.030,0.40,1.670,16,0.02,10,0.02,,,,,,FRO--,5,0.09
frontier,152,24,64,30,,,N,,,,,1,0.03,,,,,,,,,,
frost,165,7,17,6,6.24,,N,1.29,2.060,0.00,1.000,2,0.02,7,0.03,6,0.05,--OST,4,0.43,FRO--,5,0.14
frosted,150,14,31,1,,,AJ,1.36,3.670,0.07,1.180,2,0.01,,,,,,,,,,
frosting,146,7,18,1,6.00,,N,1.57,2.380,0.29,1.050,3,0.00,25,0.00,6,0.00,,,,,,
frown,173,11,37,1,4.50,,N,1.90,3.330,0.10,1.260,4,0.03,9,0.07,,,,,,FRO--,5,0.08
frozen,148,13,20,27,5.15,,AJ,3.15,4.900,0.39,1.320,10,0.02,,,,,,,,FR----,18,0.03
fruit,184,17,37,35,6.00,G,N,1.47,2.730,0.41,2.000,52,0.08,11,0.00,,,--UIT,2,0.53,FRU--,1,0.92
frustrate,148,15,50,4,,,V,2.53,5.310,0.07,1.020,6,0.01,,,,,,,,,,
frustration,146,14,63,10,2.74,,N,,,,,6,0.05,,,,,,,,,,
fry,148,18,29,2,3.98,G,V,2.72,3.990,0.56,1.370,14,0.03,25,0.01,,,-RY,7,0.26,,,
fudge,151,11,29,0,,,N,2.00,2.820,0.10,1.010,3,0.00,10,0.29,,,,,,,,
fuel,143,5,21,17,5.47,,N,1.20,1.440,0.40,1.170,10,0.01,10,0.00,,,,,,,,
fugitive,147,21,47,3,,,N,,,,,2,0.01,,,,,,,,,,
full,149,11,35,230,3.74,,AJ,0.70,1.490,0.60,2.030,28,0.04,3,0.01,,,,,,,,
fumes,145,16,27,5,5.08,,N,1.64,3.720,0.00,1.000,1,0.02,17,0.00,,,,,,,,
fun,127,15,39,44,2.45,,N,2.13,3.330,0.73,2.030,151,0.03,16,0.16,,,-UN,7,0.53,F--,14,0.08
function,144,20,53,113,2.90,,N,1.26,3.440,0.05,1.010,3,0.10,,,,,---CTION,7,0.14,,,
fund,148,8,27,62,,,N,,,,,4,0.01,,,,,,,,,,
funeral,148,12,22,33,5.23,,N,,,,,11,0.00,,,,,,,,,,
fungi,153,14,44,0,,,N,1.92,2.720,0.00,1.000,1,0.03,,,,,,,,,,
fungus,140,16,39,2,6.10,,N,2.80,4.010,0.33,1.530,7,0.01,,,,,,,,,,
funny,148,17,24,41,3.23,,AJ,2.67,5.610,0.60,3.960,36,0.03,4,0.18,,,--N-Y,15,0.15,,,
fur,148,13,35,13,6.69,,N,2.15,4.140,0.46,1.440,18,0.01,19,0.11,,,,,,F--,14,0.08
furniture,148,12,35,39,6.83,,N,3.08,4.640,0.08,1.020,17,0.02,,,,,,,,,,
furry,145,16,45,0,4.22,,AJ,1.81,6.150,0.06,1.050,8,0.02,,,,,,,,,,
further,148,13,40,218,,,AJ,,,,,3,0.01,,,,,,,,,,
fury,144,12,38,19,2.65,,N,0.75,2.290,0.08,1.030,1,0.03,33,0.00,,,,,,,,
fuse,148,19,47,5,,T,N,1.35,4.270,0.00,1.000,1,0.03,,,,,,,,,,
fuss,152,20,62,4,,,N,,,,,2,0.04,11,0.21,,,,,,,,
future,124,9,47,227,2.35,,N,0.89,1.410,0.44,1.400,26,0.05,,,,,,,,,,
fuzz,150,25,53,3,,G,N,1.45,4.460,0.09,1.240,2,0.03,,,,,,,,,,
fuzzy,147,19,36,7,4.40,G,AJ,,,,,9,0.02,,,,,,,,,,
gag,150,17,52,4,,G,N,1.07,2.890,0.13,1.170,2,0.06,18,0.04,14,0.12,-AG,10,0.12,,,
gain,127,10,27,74,3.21,,V,1.20,1.980,0.50,1.470,18,0.01,38,0.04,,,-AIN,6,0.06,,,
gal,152,12,33,5,,,N,1.33,3.490,0.08,1.070,1,0.03,,,14,0.01,,,,,,
galaxy,150,12,22,3,5.03,,N,,,,,2,0.01,,,,,,,,,,
gallon,138,13,20,6,4.84,,N,1.58,3.170,0.33,1.300,6,0.05,,,,,,,,,,
gallop,139,6,15,4,,,N,1.20,2.140,0.40,1.140,2,0.00,,,14,0.01,,,,,,
galoshes,127,7,14,0,6.40,,N,1.29,1.540,0.00,1.000,0,0.05,,,,,,,,,,
gamble,156,12,24,3,3.30,,V,1.50,2.970,0.50,1.550,10,0.01,9,0.11,14,0.01,---BLE,19,0.01,,,
game,148,13,33,123,4.72,N,N,1.62,1.780,0.62,2.340,99,0.06,15,0.12,,,,,,,,
games,152,13,40,55,,,N,0.92,1.670,0.08,1.090,9,0.03,,,,,,,,,,
gander,139,9,27,1,,,N,0.88,1.260,0.13,1.270,2,0.10,11,0.29,14,0.00,,,,,,
gang,132,18,44,22,5.55,,N,1.33,2.180,0.22,1.240,15,0.03,12,0.09,,,,,,,,
gangster,152,12,43,2,,,N,1.55,1.580,0.27,1.060,4,0.01,,,,,,,,,,
garage,154,12,26,21,,,N,0.55,1.740,0.09,1.050,4,0.01,,,,,,,,,,
garbage,195,14,26,7,5.68,,N,0.83,1.550,0.42,1.760,22,0.02,,,,,----AGE,25,0.36,GAR----,8,0.36
garden,151,14,22,60,5.92,,N,1.23,2.370,0.31,1.260,28,0.00,3,0.23,,,,,,,,
garlic,146,19,30,4,6.23,,N,1.63,4.960,0.21,1.270,7,0.00,,,,,,,,,,
gas,156,10,32,98,5.34,N,N,1.20,1.870,0.70,2.420,44,0.00,16,0.01,14,0.33,,,,,,
gate,156,12,30,37,5.69,,N,2.00,3.480,0.18,1.100,9,0.02,25,0.04,,,-ATE,7,0.03,,,
gather,145,20,46,20,,G,V,1.00,1.810,0.06,1.280,10,0.01,,,14,0.02,,,,,,
gathering,144,16,48,28,3.73,,N,1.67,1.880,0.27,1.090,4,0.06,,,14,0.00,,,,,,
gauge,128,12,50,12,4.70,,N,0.67,1.610,0.17,1.020,2,0.09,9,0.04,,,,,,,,
gauze,148,13,49,1,,,N,1.67,2.630,0.08,1.010,2,0.03,,,,,,,,,,
gavel,150,8,31,0,,,N,1.12,2.250,0.13,1.040,1,0.07,5,0.21,,,,,,,,
gazelle,147,15,48,1,,,N,1.29,2.740,0.07,1.030,1,0.10,,,,,,,,,,
gear,153,21,62,26,,T,N,,,,,4,0.03,22,0.01,,,-EAR,9,0.01,,,
geese,151,13,36,3,6.83,,N,1.15,2.620,0.15,1.160,3,0.03,10,0.14,,,,,,,,
gem,125,7,15,4,5.65,,N,2.86,3.750,0.43,1.150,7,0.02,8,0.11,13,0.01,-EM,2,0.33,GE-,4,0.19
gender,146,9,20,2,3.63,,N,1.89,2.910,0.22,1.090,3,0.00,,,,,,,,,,
gene,151,18,49,9,,,N,,,,,3,0.07,,,,,,,,,,
general,143,21,59,497,4.04,P,AJ,0.72,2.010,0.39,1.290,21,0.08,,,,,,,,,,
generous,142,12,42,25,2.56,,AJ,1.83,3.290,0.33,1.060,11,0.05,,,,,,,,,,
genius,129,10,27,23,2.76,,N,3.00,4.720,0.67,1.250,11,0.11,,,,,,,,,,
gentle,143,18,39,27,3.18,G,AJ,2.71,5.660,0.24,1.130,13,0.03,,,13,0.02,,,,,,
gentleman,146,16,36,28,6.42,,N,1.54,4.280,0.08,1.090,5,0.03,,,13,0.01,,,,,,
genuine,148,15,35,34,2.87,,AJ,1.79,2.720,0.21,1.050,3,0.01,,,,,,,,,,
geology,127,9,25,5,3.75,,N,1.00,1.310,0.00,1.000,1,0.03,,,,,,,,,,
geometry,148,11,23,9,3.33,,N,2.50,3.970,0.30,1.280,20,0.01,,,,,,,,,,
george,147,14,40,129,,,N,,,,,4,0.04,,,,,,,,,,
germ,130,16,27,3,4.79,T,N,2.64,4.830,0.29,1.250,6,0.02,6,0.10,,,--RM,11,0.04,,,
get,180,23,47,750,2.86,G,V,2.59,5.240,0.46,2.510,28,0.05,19,0.05,,,-ET,10,0.03,GE-,4,0.67
geyser,126,13,33,2,5.31,,N,,,,,0,0.15,,,,,,,,,,
ghetto,150,20,49,11,,,N,,,,,3,0.03,,,,,,,,,,
ghost,165,24,48,11,4.25,,N,1.45,2.270,0.55,3.420,31,0.02,8,0.04,,,--OST,4,0.16,G--ST,3,0.56
ghoul,151,7,25,1,,,N,2.71,2.110,0.29,1.080,2,0.08,,,,,,,,,,
giant,144,17,34,23,5.33,,N,2.60,6.410,0.13,1.090,6,0.06,6,0.27,,,--ANT,5,0.01,,,
gift,156,16,27,33,5.28,,N,1.50,3.120,0.50,1.690,33,0.00,8,0.13,3,0.50,-IFT,4,0.12,,,
gifted,148,13,33,13,,,AJ,,,,,3,0.00,,,,,,,,,,
giggle,132,7,16,1,4.18,,V,2.43,3.290,0.29,1.090,4,0.02,4,0.53,3,0.00,,,,,,
gin,146,11,25,23,6.35,N,N,4.27,4.070,0.36,1.720,8,0.02,18,0.01,,,,,,,,
giraffe,151,8,29,0,,,N,1.12,1.670,0.13,1.020,5,0.03,,,,,,,,,,
girl,149,8,23,220,6.83,,N,1.25,1.480,1.00,2.640,127,0.01,11,0.15,,,-IR-,11,0.09,,,
girlfriend,150,13,47,1,,,N,2.23,3.120,0.15,1.490,11,0.01,,,,,,,,,,
girls,151,10,40,142,,,N,1.62,1.560,0.25,1.950,21,0.00,,,,,,,,,,
give,180,13,34,291,3.18,,V,2.25,3.330,0.67,2.570,67,0.07,,,3,0.45,,,,,,
give up,147,20,54,0,,,V,,,,,6,0.05,,,,,,,,,,
giving,152,18,36,96,,,V,,,,,3,0.08,,,,,,,,,,
glacier,148,6,19,1,6.93,,N,1.80,2.140,0.20,1.030,1,0.00,,,5,0.04,,,,,,
glad,142,7,13,38,3.14,,AJ,1.17,2.910,0.50,1.120,6,0.05,15,0.01,4,0.44,--AD,10,0.09,,,
glance,148,9,21,40,,,V,,,,,2,0.03,,,,,,,,,,
glands,150,16,37,6,,,N,,,,,2,0.07,,,,,,,,,,
glare,148,16,35,7,,T,V,2.06,3.710,0.13,1.090,3,0.02,25,0.00,5,0.03,,,,,,
glass,197,21,49,99,6.31,T,N,1.55,3.140,0.65,2.320,60,0.01,16,0.04,4,0.50,--ASS,5,0.23,,,
glasses,149,16,32,29,6.02,,N,1.33,2.940,0.53,2.120,20,0.03,,,,,,,,,,
glide,149,21,39,2,,,V,1.84,3.910,0.16,1.060,3,0.03,25,0.01,3,0.90,--IDE,8,0.02,,,
globe,156,10,11,13,5.57,,N,2.44,4.130,0.56,1.410,7,0.01,6,0.13,,,--OBE,3,0.44,GLO--,7,0.22
gloomy,146,19,38,3,3.27,,AJ,,,,,2,0.03,,,,,,,,,,
glory,184,19,45,21,3.53,,N,1.28,2.940,0.17,1.180,9,0.06,11,0.03,,,--ORY,3,0.13,GLO--,7,0.21
glove,165,9,22,9,6.14,,N,1.11,1.240,0.56,1.700,9,0.05,6,0.04,,,,,,GLO--,7,0.07
gloves,150,19,36,7,6.14,,N,0.82,2.710,0.00,1.000,3,0.01,,,,,,,,,,
glow,140,18,40,19,,,V,,,,,5,0.01,35,0.01,,,--OW,12,0.03,,,
glue,151,8,20,8,5.73,,N,0.43,1.530,0.57,1.960,15,0.01,32,0.00,,,--UE,6,0.05,,,
go,180,14,23,626,3.33,,V,2.64,2.790,0.73,2.730,70,0.02,35,0.08,,,,,,,,
goal,149,21,47,60,3.40,,N,1.80,3.890,0.45,1.920,29,0.01,19,0.01,,,,,,GO--,12,0.06
goat,144,16,40,6,6.22,,N,1.38,3.280,0.23,1.130,7,0.08,15,0.07,,,,,,GO--,12,0.27
goblin,146,12,33,0,3.69,,N,3.00,3.010,0.18,1.120,2,0.06,,,,,,,,,,
god,148,23,46,318,3.61,,N,1.75,2.670,0.70,4.400,87,0.05,19,0.00,,,-OD,7,0.22,,,
goddess,148,19,45,3,,,N,2.33,3.030,0.06,1.050,1,0.02,,,,,,,,,,
godliness,154,17,74,1,,,N,,,,,1,0.04,,,,,,,,,,
going,149,9,19,399,2.54,,V,2.38,1.750,0.13,1.010,6,0.02,,,,,,,,,,
gold,197,16,30,52,5.68,,N,2.31,4.100,0.56,2.220,49,0.01,11,0.08,,,-OLD,8,0.10,GO--,12,0.01
golden,142,19,51,42,3.98,,AJ,1.69,2.710,0.06,1.030,5,0.01,,,,,,,,,,
golf,148,14,32,34,6.10,,N,0.91,2.120,0.46,1.290,17,0.01,,,,,,,,GO--,12,0.01
gone,147,20,49,195,3.02,G,AJ,,,,,43,0.04,8,0.01,,,-ONE,9,0.05,GO--,12,0.37
goo,153,18,45,0,,,N,,,,,4,0.05,30,0.02,,,,,,,,
good,165,8,25,807,2.53,,AJ,0.75,1.440,0.75,2.630,255,0.01,5,0.04,,,-OOD,5,0.37,GO--,12,0.04
goodbye,153,10,34,6,,,I,,,,,10,0.02,,,,,,,,,,
goodness,148,15,59,16,,,N,,,,,5,0.05,20,0.00,,,,,,,,
goods,132,17,38,57,,,N,,,,,9,0.03,,,,,,,,,,
goose,165,11,22,4,6.63,,N,1.82,2.440,0.46,1.850,11,0.02,8,0.12,,,-OOSE,4,0.34,,,
gorgeous,152,17,37,7,,,AJ,3.47,6.320,0.27,1.130,4,0.07,,,,,,,,,,
gorilla,153,14,34,0,6.16,,N,1.82,2.940,0.36,1.250,7,0.01,,,,,,,,,,
gossip,139,14,39,13,,,N,1.42,2.560,0.08,1.150,10,0.02,11,0.00,,,,,,,,
gourmet,143,8,29,2,3.51,,AJ,1.62,3.340,0.00,1.000,1,0.01,,,,,,,,,,
government,126,19,58,417,4.63,,N,1.35,1.870,0.47,1.970,45,0.02,,,,,,,,,,
governor,146,13,43,83,,,N,1.75,1.870,0.17,1.150,4,0.01,,,,,,,,,,
gown,119,11,36,16,5.82,,N,1.30,2.230,0.40,1.040,10,0.03,9,0.04,,,,,,GO--,12,0.00
grab,147,18,42,16,,,V,1.44,3.480,0.50,1.720,20,0.03,18,0.05,7,0.41,,,,,,
grace,184,29,68,40,3.10,N,N,,,,,13,0.12,14,0.02,10,0.02,--ACE,6,0.22,GR---,17,0.01
graceful,150,15,49,10,3.17,,AJ,1.79,3.130,0.36,1.180,6,0.04,,,,,,,,,,
grade,119,14,39,35,3.70,N,N,1.00,1.550,0.54,1.300,35,0.03,23,0.00,10,0.04,,,,GR---,17,0.15
